PLAYER;SURFACE;W;L;Ace_Pct;Df_Pct;1st_Serve_Pct;1st_Serve_Won_Pct;2nd_Serve_Won_Pct;Break_Pt_Saved_Pct;Break_Pt_Won_Pct;1st_Serve_Return_Won_Pct;2nd_Serve_Return_Won_Pct;bp_oppy;Games_Played;Rank;Points
Rajeev Ram;Clay;5;7;0.095;0.028;0.644;0.725;0.571;0.608;0.305;0.257;0.423;59;12;-;0
Rajeev Ram;Grass;14;12;0.102;0.031;0.636;0.775;0.563;0.65;0.313;0.272;0.511;147;26;-;0
Rajeev Ram;Hard;67;53;0.096;0.028;0.645;0.736;0.55;0.641;0.371;0.286;0.542;782;120;-;0
Ramkumar Ramanathan;Clay;18;20;0.072;0.037;0.59;0.679;0.556;0.602;0.381;0.305;0.528;239;38;132;433
Ramkumar Ramanathan;Grass;13;8;0.106;0.049;0.609;0.75;0.612;0.682;0.396;0.291;0.563;139;21;132;433
Ramkumar Ramanathan;Hard;70;84;0.096;0.053;0.578;0.732;0.57;0.605;0.369;0.273;0.532;895;154;132;433
Raymond Sarmiento;Hard;27;26;0.051;0.035;0.611;0.68;0.584;0.566;0.403;0.296;0.575;345;53;-;0
Reda El Amrani;Clay;7;5;0.044;0.1;0.562;0.716;0.552;0.673;0.422;0.357;0.634;102;12;-;0
Reilly Opelka;Clay;16;11;0.164;0.043;0.608;0.754;0.599;0.725;0.351;0.26;0.487;131;27;99;590
Reilly Opelka;Hard;47;36;0.225;0.048;0.599;0.811;0.631;0.663;0.305;0.221;0.492;406;83;99;590
Remi Boutillier;Hard;33;22;0.072;0.036;0.631;0.737;0.565;0.61;0.391;0.311;0.549;391;55;525;9
Renta Tokuda;Hard;25;29;0.033;0.035;0.631;0.671;0.565;0.568;0.412;0.31;0.558;347;54;337;68
Renzo Olivo;Clay;112;110;0.033;0.056;0.594;0.664;0.559;0.584;0.409;0.334;0.564;1716;222;331;71
Renzo Olivo;Hard;10;21;0.05;0.062;0.603;0.677;0.551;0.595;0.356;0.281;0.524;191;31;331;71
Rhyne Williams;Hard;26;23;0.087;0.034;0.608;0.703;0.543;0.589;0.416;0.27;0.563;291;49;-;0
Ricardas Berankis;Clay;21;20;0.032;0.038;0.584;0.688;0.566;0.603;0.414;0.298;0.547;268;41;116;507
Ricardas Berankis;Grass;7;13;0.046;0.037;0.641;0.671;0.619;0.599;0.359;0.28;0.523;153;20;116;507
Ricardas Berankis;Hard;141;88;0.057;0.037;0.592;0.725;0.591;0.618;0.399;0.295;0.576;1605;229;116;507
Ricardo Hocevar;Clay;7;22;0.043;0.039;0.583;0.634;0.512;0.502;0.375;0.3;0.593;192;29;-;0
Ricardo Ojeda Lara;Clay;28;31;0.013;0.025;0.664;0.619;0.488;0.52;0.425;0.332;0.597;424;59;272;146
Ricardo Ojeda Lara;Hard;9;12;0.019;0.026;0.651;0.638;0.528;0.559;0.41;0.284;0.548;117;21;272;146
Ricardo Rodriguez;Clay;7;17;0.019;0.023;0.696;0.619;0.493;0.559;0.419;0.318;0.532;136;24;612;3
Ricardo Rodriguez;Hard;19;10;0.043;0.026;0.667;0.678;0.548;0.612;0.436;0.354;0.651;275;29;612;3
Riccardo Balzerani;Clay;4;8;0.033;0.041;0.608;0.607;0.537;0.479;0.44;0.319;0.554;75;12;497;12
Riccardo Bellotti;Clay;22;39;0.024;0.038;0.683;0.62;0.536;0.57;0.384;0.342;0.557;453;61;478;14
Riccardo Bellotti;Hard;7;10;0.025;0.034;0.679;0.643;0.568;0.568;0.44;0.305;0.549;91;17;478;14
Riccardo Bonadio;Clay;18;20;0.053;0.03;0.576;0.689;0.545;0.55;0.434;0.308;0.569;235;38;503;11
Riccardo Ghedin;Clay;15;17;0.061;0.052;0.564;0.675;0.563;0.536;0.381;0.314;0.607;215;32;-;0
Riccardo Ghedin;Hard;13;25;0.062;0.048;0.587;0.679;0.523;0.468;0.394;0.275;0.503;188;38;-;0
Richard Becker;Clay;5;9;0.113;0.06;0.524;0.742;0.594;0.539;0.39;0.287;0.49;77;14;-;0
Richard Becker;Hard;7;11;0.156;0.068;0.55;0.782;0.596;0.686;0.391;0.261;0.549;92;18;-;0
Richard Gasquet;Clay;43;18;0.045;0.023;0.611;0.707;0.566;0.616;0.465;0.345;0.573;493;61;26;1535
Richard Gasquet;Grass;23;12;0.067;0.025;0.651;0.755;0.565;0.663;0.366;0.292;0.545;279;35;26;1535
Richard Gasquet;Hard;110;64;0.07;0.026;0.628;0.729;0.584;0.599;0.41;0.285;0.568;1173;174;26;1535
Rigele Te;Hard;8;25;0.067;0.06;0.52;0.684;0.525;0.554;0.394;0.281;0.504;175;33;408;29
Robby Ginepri;Clay;9;6;0.039;0.036;0.631;0.68;0.58;0.63;0.429;0.317;0.588;105;15;-;0
Robby Ginepri;Hard;13;17;0.051;0.034;0.615;0.678;0.56;0.491;0.452;0.296;0.586;186;30;-;0
Roberto Bautista Agut;Clay;55;33;0.033;0.022;0.665;0.687;0.556;0.618;0.429;0.326;0.564;685;88;24;1605
Roberto Bautista Agut;Grass;21;9;0.034;0.021;0.697;0.702;0.586;0.637;0.442;0.276;0.609;217;30;24;1605
Roberto Bautista Agut;Hard;138;71;0.045;0.028;0.64;0.711;0.594;0.635;0.416;0.304;0.586;1627;209;24;1605
Roberto Carballes Baena;Clay;180;130;0.032;0.039;0.634;0.666;0.563;0.587;0.446;0.35;0.602;2525;310;73;714
Roberto Carballes Baena;Hard;13;16;0.032;0.055;0.593;0.699;0.55;0.562;0.369;0.293;0.551;203;29;73;714
Roberto Cid;Clay;17;16;0.032;0.056;0.589;0.682;0.54;0.589;0.492;0.368;0.61;264;33;251;181
Roberto Cid;Hard;13;18;0.038;0.046;0.586;0.671;0.527;0.55;0.417;0.301;0.543;199;31;251;181
Roberto Marcora;Clay;65;58;0.049;0.039;0.595;0.676;0.546;0.588;0.402;0.335;0.563;913;123;290;131
Roberto Marcora;Hard;21;26;0.084;0.04;0.618;0.702;0.548;0.633;0.35;0.264;0.512;257;47;290;131
Roberto Ortega Olmedo;Clay;10;18;0.028;0.051;0.571;0.652;0.552;0.53;0.408;0.318;0.542;179;28;319;86
Roberto Ortega Olmedo;Hard;27;42;0.034;0.045;0.571;0.654;0.567;0.546;0.424;0.3;0.559;432;69;319;86
Roberto Quiroz;Clay;34;35;0.057;0.036;0.626;0.688;0.564;0.599;0.417;0.314;0.532;444;69;181;281
Roberto Quiroz;Grass;7;4;0.073;0.027;0.677;0.695;0.556;0.646;0.382;0.278;0.498;68;11;181;281
Roberto Quiroz;Hard;35;30;0.064;0.035;0.635;0.711;0.588;0.674;0.389;0.299;0.523;424;65;181;281
Robin Haase;Clay;72;56;0.06;0.03;0.595;0.706;0.551;0.582;0.398;0.323;0.564;1012;128;50;965
Robin Haase;Grass;15;15;0.1;0.026;0.623;0.734;0.557;0.653;0.343;0.249;0.511;181;30;50;965
Robin Haase;Hard;70;75;0.088;0.038;0.58;0.735;0.542;0.592;0.411;0.278;0.548;988;145;50;965
Robin Kern;Clay;4;9;0.081;0.055;0.585;0.678;0.58;0.643;0.351;0.264;0.517;57;13;481;13
Robin Kern;Hard;12;15;0.09;0.056;0.564;0.726;0.561;0.656;0.437;0.25;0.582;126;27;481;13
Robin Stanek;Clay;20;31;0.045;0.035;0.615;0.664;0.519;0.544;0.397;0.324;0.565;345;51;-;0
Robin Stanek;Hard;13;11;0.058;0.041;0.636;0.715;0.588;0.622;0.425;0.294;0.593;134;24;-;0
Roger Federer;Clay;23;9;0.077;0.015;0.638;0.761;0.6;0.629;0.412;0.33;0.531;250;32;3;6420
Roger Federer;Grass;54;8;0.128;0.015;0.664;0.821;0.625;0.718;0.374;0.306;0.537;511;62;3;6420
Roger Federer;Hard;172;27;0.116;0.026;0.617;0.793;0.618;0.687;0.412;0.327;0.558;1633;199;3;6420
Rogerio Dutra Silva;Clay;149;107;0.04;0.034;0.616;0.681;0.575;0.598;0.453;0.358;0.578;1931;256;159;332
Rogerio Dutra Silva;Hard;16;24;0.058;0.051;0.581;0.677;0.547;0.576;0.329;0.291;0.548;307;40;159;332
Romain Arneodo;Clay;8;12;0.035;0.026;0.673;0.646;0.535;0.627;0.403;0.329;0.597;149;20;-;0
Romain Barbosa;Hard;6;9;0.039;0.026;0.577;0.665;0.551;0.575;0.408;0.26;0.546;76;15;-;0
Romain Jouan;Hard;12;9;0.112;0.026;0.578;0.775;0.575;0.682;0.386;0.245;0.633;132;21;-;0
Roman Hassanov;Hard;5;11;0.037;0.054;0.593;0.635;0.535;0.495;0.365;0.255;0.539;63;16;-;0
Roman Jebavy;Clay;8;10;0.027;0.045;0.622;0.628;0.554;0.574;0.492;0.342;0.638;132;18;-;0
Roman Safiullin;Clay;18;14;0.063;0.052;0.623;0.679;0.559;0.602;0.396;0.349;0.608;270;32;332;71
Roman Safiullin;Hard;20;24;0.08;0.053;0.626;0.709;0.598;0.595;0.388;0.287;0.548;278;44;332;71
Ronald Slobodchikov;Clay;7;9;0.024;0.048;0.616;0.633;0.496;0.449;0.492;0.364;0.611;124;16;-;0
Ronald Slobodchikov;Hard;3;7;0.025;0.084;0.618;0.655;0.562;0.507;0.304;0.284;0.549;56;10;-;0
Ronnie Schneider;Hard;13;18;0.04;0.041;0.609;0.683;0.529;0.601;0.311;0.267;0.554;193;31;468;16
Roy Smith;Hard;6;11;0.06;0.061;0.577;0.673;0.554;0.61;0.438;0.256;0.505;73;17;328;76
Ruan Roelofse;Clay;3;7;0.069;0.054;0.588;0.723;0.584;0.571;0.389;0.247;0.533;36;10;500;11
Ruan Roelofse;Hard;42;40;0.104;0.043;0.614;0.749;0.588;0.629;0.388;0.277;0.551;446;82;500;11
Ruben Bemelmans;Clay;16;17;0.063;0.047;0.618;0.673;0.559;0.558;0.425;0.346;0.586;268;33;117;496
Ruben Bemelmans;Grass;5;17;0.058;0.037;0.648;0.705;0.597;0.634;0.261;0.225;0.523;142;22;117;496
Ruben Bemelmans;Hard;125;93;0.073;0.037;0.633;0.725;0.592;0.645;0.401;0.295;0.559;1410;218;117;496
Ruben Gonzales;Hard;8;10;0.097;0.048;0.685;0.689;0.612;0.625;0.5;0.275;0.524;84;18;-;0
Ruben Ramirez Hidalgo;Clay;83;79;0.043;0.058;0.552;0.697;0.543;0.601;0.42;0.326;0.598;1194;162;-;0
Ruben Ramirez Hidalgo;Hard;12;11;0.059;0.061;0.583;0.682;0.537;0.571;0.474;0.311;0.61;156;23;-;0
Rudolf Molleker;Clay;15;10;0.065;0.048;0.579;0.7;0.588;0.632;0.428;0.284;0.565;166;25;207;246
Rudolf Molleker;Hard;2;8;0.068;0.055;0.556;0.691;0.551;0.515;0.417;0.235;0.665;48;10;207;246
Rui Machado;Clay;15;20;0.011;0.047;0.671;0.613;0.532;0.543;0.469;0.347;0.56;245;35;-;0
Rui Machado;Hard;4;6;0.019;0.047;0.663;0.665;0.577;0.571;0.395;0.31;0.54;81;10;-;0
Ruikai Wang;Hard;2;8;0.046;0.088;0.553;0.617;0.516;0.479;0.483;0.279;0.444;29;10;-;0
Ryan Harrison;Clay;14;21;0.086;0.045;0.6;0.71;0.523;0.585;0.393;0.284;0.5;191;35;62;810
Ryan Harrison;Grass;8;17;0.105;0.04;0.607;0.724;0.557;0.589;0.353;0.252;0.519;139;25;62;810
Ryan Harrison;Hard;114;83;0.094;0.04;0.597;0.729;0.581;0.64;0.409;0.296;0.55;1290;197;62;810
Ryan Haviland;Hard;13;8;0.096;0.087;0.529;0.763;0.568;0.614;0.454;0.333;0.652;152;21;-;0
Ryan Shane;Hard;22;29;0.114;0.111;0.55;0.761;0.564;0.573;0.382;0.295;0.587;346;51;361;54
Ryota Tanuma;Hard;5;10;0.048;0.032;0.599;0.658;0.547;0.558;0.356;0.283;0.486;73;15;-;0
Sadio Doumbia;Clay;14;28;0.033;0.062;0.651;0.652;0.574;0.561;0.474;0.336;0.517;253;42;421;26
Sadio Doumbia;Hard;40;35;0.051;0.06;0.665;0.672;0.573;0.57;0.402;0.317;0.581;523;75;421;26
Saketh Myneni;Clay;6;5;0.129;0.044;0.598;0.769;0.518;0.633;0.311;0.294;0.561;74;11;259;166
Saketh Myneni;Hard;81;53;0.099;0.038;0.609;0.719;0.543;0.607;0.441;0.309;0.553;778;134;259;166
Salvatore Caruso;Clay;56;64;0.025;0.028;0.62;0.646;0.533;0.563;0.422;0.335;0.55;830;120;158;333
Salvatore Caruso;Hard;50;46;0.054;0.037;0.577;0.708;0.556;0.592;0.443;0.293;0.588;627;96;158;333
Sam Barry;Hard;21;34;0.08;0.034;0.687;0.693;0.55;0.573;0.333;0.282;0.552;348;55;-;0
Sam Groth;Clay;7;10;0.124;0.072;0.597;0.711;0.553;0.583;0.349;0.305;0.461;83;17;-;0
Sam Groth;Grass;35;16;0.211;0.068;0.612;0.828;0.646;0.709;0.331;0.248;0.507;248;51;-;0
Sam Groth;Hard;65;79;0.184;0.06;0.607;0.789;0.606;0.665;0.329;0.245;0.485;697;144;-;0
Sam Querrey;Clay;25;22;0.143;0.037;0.579;0.788;0.538;0.618;0.376;0.276;0.507;290;47;51;955
Sam Querrey;Grass;31;16;0.192;0.031;0.623;0.819;0.59;0.713;0.359;0.259;0.498;298;47;51;955
Sam Querrey;Hard;98;75;0.168;0.045;0.579;0.8;0.577;0.628;0.386;0.273;0.526;1056;173;51;955
Sami Reinwein;Hard;5;6;0.108;0.063;0.544;0.753;0.534;0.718;0.382;0.249;0.604;55;11;-;0
Samuel Monette;Hard;11;15;0.039;0.054;0.642;0.646;0.59;0.567;0.41;0.317;0.562;173;26;557;7
Sanam Singh;Hard;24;31;0.061;0.055;0.588;0.685;0.555;0.507;0.436;0.319;0.584;404;55;-;0
Sanjar Fayziev;Clay;0;10;0.044;0.038;0.6;0.606;0.484;0.591;0.295;0.242;0.571;44;10;591;4
Sanjar Fayziev;Hard;13;27;0.083;0.046;0.575;0.697;0.522;0.58;0.392;0.265;0.532;199;40;591;4
Santiago Giraldo;Clay;79;63;0.045;0.02;0.632;0.691;0.529;0.59;0.44;0.318;0.561;984;142;253;178
Santiago Giraldo;Grass;4;6;0.052;0.017;0.708;0.716;0.547;0.583;0.418;0.257;0.496;67;10;253;178
Santiago Giraldo;Hard;35;51;0.053;0.026;0.613;0.699;0.536;0.579;0.364;0.259;0.567;568;86;253;178
Sarp Agabigun;Hard;1;10;0.04;0.049;0.582;0.635;0.439;0.521;0.418;0.27;0.549;55;11;-;0
Sasi Kumar Mukund;Clay;10;8;0.05;0.04;0.531;0.701;0.599;0.605;0.422;0.315;0.572;109;18;295;126
Sasi Kumar Mukund;Hard;28;37;0.065;0.026;0.588;0.678;0.549;0.551;0.409;0.289;0.525;359;65;295;126
Scott Griekspoor;Clay;15;12;0.065;0.042;0.616;0.705;0.563;0.612;0.429;0.314;0.522;168;27;294;127
Scott Griekspoor;Hard;9;14;0.073;0.067;0.573;0.708;0.574;0.603;0.379;0.252;0.537;132;23;294;127
Scott Puodziunas;Hard;10;11;0.06;0.037;0.69;0.677;0.556;0.603;0.432;0.312;0.563;111;21;-;0
Sebastian Fanselow;Clay;6;7;0.034;0.082;0.605;0.649;0.549;0.505;0.422;0.326;0.635;102;13;323;81
Sebastian Fanselow;Hard;33;24;0.053;0.062;0.605;0.715;0.57;0.606;0.444;0.337;0.612;421;57;323;81
Sebastian Korda;Hard;5;12;0.05;0.044;0.602;0.682;0.526;0.618;0.382;0.26;0.559;110;17;524;10
Sebastian Ofner;Clay;34;34;0.068;0.049;0.534;0.715;0.536;0.583;0.422;0.327;0.551;455;68;179;285
Sebastian Ofner;Hard;23;21;0.126;0.052;0.58;0.739;0.582;0.615;0.352;0.249;0.571;236;44;179;285
Sebastien Boltz;Hard;8;12;0.045;0.041;0.581;0.658;0.557;0.559;0.39;0.305;0.58;136;20;677;1
Sekou Bangoura;Clay;12;17;0.029;0.042;0.657;0.646;0.529;0.552;0.483;0.336;0.577;180;29;399;33
Sekou Bangoura;Hard;51;64;0.049;0.037;0.644;0.676;0.566;0.611;0.4;0.291;0.569;750;115;399;33
Sem Verbeek;Hard;7;8;0.044;0.047;0.562;0.672;0.544;0.571;0.352;0.326;0.54;108;15;-;0
Seong Chan Hong;Hard;5;15;0.043;0.041;0.585;0.651;0.523;0.56;0.459;0.323;0.535;135;20;532;8
Sergey Betov;Clay;6;10;0.033;0.038;0.567;0.636;0.499;0.457;0.424;0.271;0.606;99;16;349;60
Sergey Betov;Hard;31;29;0.088;0.046;0.596;0.73;0.535;0.563;0.438;0.308;0.572;331;60;349;60
Sergio Galdos;Clay;3;10;0.05;0.048;0.641;0.692;0.538;0.538;0.28;0.295;0.549;82;13;-;0
Sergio Gutierrez Ferrol;Clay;19;12;0.036;0.038;0.591;0.675;0.513;0.611;0.431;0.384;0.554;262;31;211;236
Sergiy Stakhovsky;Clay;18;29;0.061;0.027;0.625;0.703;0.537;0.623;0.378;0.31;0.491;299;47;134;424
Sergiy Stakhovsky;Grass;31;19;0.116;0.034;0.625;0.756;0.579;0.675;0.41;0.28;0.562;315;50;134;424
Sergiy Stakhovsky;Hard;126;106;0.095;0.033;0.614;0.738;0.552;0.63;0.384;0.293;0.533;1506;232;134;424
Shalva Dzhanashia;Hard;11;14;0.025;0.066;0.683;0.623;0.575;0.539;0.494;0.315;0.584;168;25;-;0
Sharobiddin Abzalov;Hard;2;10;0.07;0.1;0.581;0.637;0.523;0.551;0.423;0.301;0.516;52;12;-;0
Sherif Sabry;Clay;5;6;0.033;0.047;0.612;0.638;0.497;0.643;0.364;0.364;0.512;99;11;-;0
Shintaro Imai;Hard;7;14;0.057;0.05;0.552;0.689;0.524;0.553;0.385;0.328;0.499;130;21;657;1
Sho Shimabukuro;Hard;4;6;0.048;0.052;0.566;0.646;0.509;0.598;0.314;0.357;0.6;102;10;-;0
Shuichi Sekiguchi;Hard;57;61;0.04;0.031;0.597;0.67;0.547;0.604;0.379;0.309;0.557;788;118;396;35
Sidharth Rawat;Hard;34;34;0.051;0.022;0.599;0.669;0.538;0.565;0.425;0.334;0.57;494;68;432;23
Simone Bolelli;Clay;69;33;0.03;0.015;0.69;0.693;0.584;0.645;0.393;0.333;0.549;758;102;141;384
Simone Bolelli;Grass;7;7;0.065;0.023;0.681;0.705;0.588;0.612;0.337;0.262;0.476;86;14;141;384
Simone Bolelli;Hard;46;42;0.06;0.021;0.666;0.712;0.574;0.656;0.402;0.243;0.543;450;88;141;384
Skander Mansouri;Hard;6;8;0.117;0.074;0.568;0.75;0.603;0.568;0.287;0.278;0.521;94;14;590;4
Somdev Devvarman;Clay;8;13;0.034;0.015;0.583;0.629;0.526;0.592;0.434;0.332;0.515;129;21;-;0
Somdev Devvarman;Hard;40;39;0.056;0.026;0.582;0.673;0.538;0.578;0.407;0.329;0.554;602;79;-;0
Soon Woo Kwon;Hard;65;48;0.06;0.045;0.567;0.692;0.575;0.598;0.424;0.318;0.593;858;113;235;206
Sora Fukuda;Hard;5;8;0.022;0.035;0.641;0.637;0.5;0.571;0.396;0.234;0.539;53;13;653;1
Stan Wawrinka;Clay;43;18;0.068;0.024;0.576;0.738;0.601;0.648;0.39;0.307;0.543;513;61;66;785
Stan Wawrinka;Grass;15;11;0.136;0.028;0.598;0.792;0.597;0.636;0.335;0.252;0.522;170;26;66;785
Stan Wawrinka;Hard;120;51;0.09;0.031;0.57;0.754;0.592;0.663;0.391;0.282;0.537;1216;171;66;785
Stefan Kozlov;Clay;22;18;0.03;0.054;0.579;0.633;0.554;0.541;0.457;0.364;0.625;346;40;316;93
Stefan Kozlov;Grass;8;11;0.059;0.054;0.611;0.704;0.551;0.576;0.354;0.243;0.553;113;19;316;93
Stefan Kozlov;Hard;60;61;0.045;0.058;0.566;0.67;0.558;0.573;0.41;0.331;0.578;904;121;316;93
Stefano Napolitano;Clay;47;49;0.04;0.029;0.586;0.667;0.527;0.584;0.428;0.312;0.572;694;96;199;254
Stefano Napolitano;Hard;45;42;0.085;0.031;0.585;0.72;0.575;0.641;0.367;0.274;0.55;550;87;199;254
Stefano Travaglia;Clay;42;38;0.069;0.039;0.547;0.699;0.557;0.617;0.388;0.325;0.557;650;80;133;426
Stefano Travaglia;Hard;33;25;0.123;0.04;0.548;0.783;0.566;0.661;0.401;0.269;0.53;324;58;133;426
Stefanos Tsitsipas;Clay;39;21;0.064;0.029;0.567;0.734;0.589;0.631;0.435;0.309;0.559;368;60;15;2095
Stefanos Tsitsipas;Grass;7;6;0.112;0.043;0.623;0.756;0.598;0.627;0.366;0.254;0.537;82;13;15;2095
Stefanos Tsitsipas;Hard;67;44;0.102;0.031;0.593;0.767;0.568;0.634;0.376;0.274;0.516;635;111;15;2095
Stephane Robert;Clay;44;42;0.051;0.043;0.537;0.685;0.519;0.583;0.422;0.333;0.595;709;86;195;262
Stephane Robert;Grass;5;6;0.076;0.081;0.551;0.756;0.582;0.6;0.448;0.259;0.571;67;11;195;262
Stephane Robert;Hard;69;63;0.075;0.055;0.53;0.73;0.541;0.59;0.439;0.328;0.581;984;132;195;262
Steve Darcis;Clay;37;19;0.036;0.022;0.633;0.676;0.536;0.608;0.464;0.348;0.572;427;56;-;0
Steve Darcis;Hard;75;34;0.047;0.024;0.606;0.706;0.574;0.593;0.447;0.311;0.59;798;109;-;0
Steve Johnson;Clay;31;22;0.074;0.036;0.584;0.734;0.574;0.645;0.383;0.278;0.496;337;53;33;1190
Steve Johnson;Grass;29;20;0.114;0.04;0.62;0.765;0.576;0.651;0.399;0.269;0.545;288;49;33;1190
Steve Johnson;Hard;111;87;0.115;0.035;0.592;0.761;0.588;0.64;0.355;0.264;0.518;1149;198;33;1190
Steven De Waard;Hard;10;17;0.054;0.057;0.614;0.679;0.584;0.575;0.424;0.29;0.506;132;27;-;0
Steven Diez;Clay;35;48;0.019;0.036;0.641;0.62;0.525;0.55;0.462;0.326;0.581;526;83;416;27
Steven Diez;Hard;28;44;0.024;0.047;0.621;0.656;0.513;0.558;0.438;0.314;0.572;495;72;416;27
Strong Kirchheimer;Hard;10;12;0.076;0.041;0.652;0.722;0.625;0.659;0.299;0.291;0.51;167;22;672;1
Sumit Nagal;Clay;21;18;0.02;0.03;0.638;0.633;0.54;0.592;0.43;0.352;0.668;344;39;340;67
Sumit Nagal;Hard;21;24;0.03;0.045;0.609;0.659;0.581;0.54;0.458;0.332;0.567;295;45;340;67
Suraj R Prabodh;Hard;2;10;0.03;0.022;0.613;0.584;0.487;0.5;0.377;0.261;0.582;61;12;650;1
Tak Khunn Wang;Clay;16;17;0.027;0.032;0.578;0.66;0.51;0.594;0.412;0.347;0.569;257;33;333;70
Tak Khunn Wang;Hard;24;13;0.049;0.033;0.519;0.739;0.581;0.642;0.487;0.311;0.587;236;37;333;70
Takanyi Garanganga;Clay;4;7;0.02;0.085;0.621;0.641;0.5;0.528;0.446;0.319;0.567;83;11;435;22
Takanyi Garanganga;Grass;5;6;0.099;0.034;0.677;0.697;0.591;0.526;0.378;0.204;0.565;45;11;435;22
Takanyi Garanganga;Hard;43;53;0.063;0.07;0.628;0.698;0.535;0.574;0.392;0.282;0.572;605;96;435;22
Takuto Niki;Hard;36;50;0.069;0.037;0.609;0.693;0.554;0.566;0.414;0.309;0.57;527;86;-;0
Tallon Griekspoor;Clay;22;16;0.057;0.033;0.614;0.686;0.556;0.658;0.419;0.332;0.572;296;38;231;215
Tallon Griekspoor;Hard;14;13;0.079;0.042;0.644;0.717;0.59;0.57;0.391;0.276;0.562;169;27;231;215
Taro Daniel;Clay;106;62;0.026;0.039;0.656;0.656;0.564;0.591;0.434;0.345;0.585;1327;168;77;691
Taro Daniel;Hard;79;72;0.041;0.043;0.617;0.678;0.561;0.596;0.412;0.287;0.584;1041;151;77;691
Tatsuma Ito;Carpet;11;4;0.113;0.03;0.631;0.79;0.603;0.593;0.435;0.311;0.619;108;15;148;360
Tatsuma Ito;Grass;13;12;0.073;0.025;0.658;0.737;0.622;0.598;0.388;0.259;0.526;134;25;148;360
Tatsuma Ito;Hard;139;109;0.056;0.042;0.615;0.697;0.563;0.59;0.404;0.306;0.573;1720;248;148;360
Taylor Fritz;Clay;7;9;0.079;0.026;0.597;0.672;0.529;0.621;0.369;0.3;0.548;130;16;49;974
Taylor Fritz;Grass;9;15;0.099;0.027;0.601;0.756;0.509;0.611;0.381;0.254;0.505;139;24;49;974
Taylor Fritz;Hard;116;67;0.11;0.035;0.576;0.755;0.56;0.662;0.386;0.281;0.591;1260;183;49;974
Temur Ismailov;Hard;12;23;0.106;0.04;0.561;0.717;0.503;0.552;0.399;0.278;0.546;188;35;-;0
Tennys Sandgren;Clay;28;23;0.069;0.033;0.594;0.712;0.517;0.599;0.452;0.318;0.542;332;51;61;814
Tennys Sandgren;Hard;70;71;0.1;0.028;0.622;0.73;0.552;0.643;0.382;0.283;0.548;877;141;61;814
Teymuraz Gabashvili;Clay;44;38;0.045;0.041;0.597;0.712;0.569;0.625;0.377;0.319;0.554;597;82;368;50
Teymuraz Gabashvili;Hard;86;91;0.062;0.051;0.581;0.718;0.546;0.588;0.411;0.306;0.586;1271;177;368;50
Thai Son Kwiatkowski;Hard;34;23;0.08;0.047;0.606;0.725;0.569;0.608;0.398;0.301;0.603;445;57;296;126
Thales Turini;Hard;3;9;0.028;0.033;0.618;0.651;0.54;0.577;0.277;0.259;0.484;47;12;-;0
Thanasi Kokkinakis;Clay;19;11;0.076;0.044;0.596;0.749;0.567;0.706;0.386;0.28;0.585;210;30;146;367
Thanasi Kokkinakis;Grass;4;7;0.125;0.039;0.598;0.764;0.513;0.671;0.442;0.23;0.506;43;11;146;367
Thanasi Kokkinakis;Hard;65;42;0.115;0.05;0.577;0.77;0.568;0.623;0.429;0.279;0.565;650;107;146;367
Theodoros Angelinos;Clay;5;6;0.054;0.04;0.549;0.708;0.544;0.662;0.407;0.264;0.581;59;11;-;0
Thiago Monteiro;Clay;109;87;0.05;0.028;0.637;0.696;0.55;0.617;0.418;0.304;0.551;1298;196;120;475
Thiago Monteiro;Hard;19;28;0.061;0.034;0.633;0.696;0.571;0.592;0.41;0.258;0.533;266;47;120;475
Thiago Seyboth Wild;Clay;6;13;0.054;0.036;0.59;0.67;0.56;0.525;0.361;0.299;0.501;122;19;449;19
Thiemo De Bakker;Clay;68;46;0.092;0.021;0.59;0.743;0.523;0.629;0.384;0.317;0.53;783;114;242;199
Thiemo De Bakker;Hard;40;36;0.114;0.027;0.594;0.741;0.52;0.574;0.363;0.29;0.541;488;76;242;199
Thomas Fabbiano;Clay;31;45;0.02;0.037;0.651;0.617;0.555;0.561;0.421;0.337;0.574;591;76;101;573
Thomas Fabbiano;Grass;12;8;0.029;0.036;0.664;0.699;0.579;0.523;0.42;0.315;0.626;162;20;101;573
Thomas Fabbiano;Hard;106;84;0.029;0.04;0.645;0.661;0.577;0.593;0.419;0.327;0.585;1463;190;101;573
Thomas Fancutt;Hard;15;17;0.107;0.065;0.559;0.751;0.556;0.557;0.367;0.29;0.56;196;32;494;12
Thomaz Bellucci;Clay;104;81;0.062;0.045;0.586;0.7;0.578;0.577;0.419;0.336;0.566;1421;185;225;222
Thomaz Bellucci;Hard;38;44;0.079;0.046;0.576;0.715;0.576;0.648;0.366;0.268;0.564;541;82;225;222
Ti Chen;Hard;45;84;0.032;0.024;0.645;0.651;0.535;0.571;0.394;0.289;0.567;790;129;502;11
Tiago Lopes;Clay;7;8;0.033;0.061;0.619;0.681;0.539;0.633;0.384;0.292;0.703;112;15;-;0
Tigre Hank;Hard;2;24;0.048;0.05;0.596;0.648;0.512;0.495;0.286;0.222;0.512;119;26;539;8
Tim Puetz;Clay;16;17;0.061;0.05;0.524;0.722;0.556;0.609;0.385;0.313;0.519;205;33;317;90
