PLAYER;SURFACE;W;L;Ace_Pct;Df_Pct;1st_Serve_Pct;1st_Serve_Won_Pct;2nd_Serve_Won_Pct;Break_Pt_Saved_Pct;Break_Pt_Won_Pct;1st_Serve_Return_Won_Pct;2nd_Serve_Return_Won_Pct;bp_oppy;Games_Played;Rank;Points
Edward Bourchier;Hard;6;6;0.037;0.032;0.677;0.646;0.595;0.605;0.406;0.32;0.527;69;12;-;0
Edward Corrie;Grass;9;12;0.076;0.027;0.659;0.713;0.581;0.633;0.319;0.287;0.593;163;21;-;0
Edward Corrie;Hard;44;51;0.07;0.034;0.601;0.702;0.556;0.602;0.37;0.284;0.561;603;95;-;0
Egor Gerasimov;Clay;8;10;0.042;0.029;0.638;0.644;0.496;0.593;0.461;0.336;0.604;128;18;157;334
Egor Gerasimov;Hard;102;63;0.105;0.045;0.632;0.748;0.571;0.636;0.413;0.291;0.551;982;165;157;334
Elias Ymer;Clay;76;56;0.045;0.04;0.588;0.683;0.549;0.619;0.41;0.328;0.562;993;132;115;511
Elias Ymer;Hard;59;57;0.064;0.043;0.595;0.713;0.535;0.593;0.396;0.303;0.561;798;116;115;511
Elliot Benchetrit;Clay;32;26;0.059;0.036;0.58;0.685;0.557;0.577;0.425;0.337;0.56;398;58;275;142
Elliot Benchetrit;Hard;16;17;0.078;0.035;0.583;0.706;0.531;0.619;0.426;0.3;0.54;190;33;275;142
Elmar Ejupovic;Clay;6;8;0.083;0.042;0.62;0.732;0.558;0.59;0.384;0.317;0.584;112;14;-;0
Emil Ruusuvuori;Hard;17;11;0.056;0.071;0.638;0.736;0.567;0.611;0.453;0.331;0.591;179;28;385;41
Emilio Gomez;Clay;45;52;0.041;0.052;0.59;0.671;0.554;0.578;0.441;0.322;0.568;664;97;369;49
Emilio Gomez;Hard;44;37;0.048;0.048;0.604;0.693;0.596;0.612;0.438;0.287;0.569;502;81;369;49
Enrico Becuzzi;Clay;0;10;0.009;0.12;0.512;0.448;0.377;0.407;0.8;0.175;0.306;5;10;-;0
Enrico Dalla Valle;Clay;5;7;0.031;0.031;0.656;0.645;0.484;0.612;0.514;0.326;0.513;72;12;436;22
Enrique Lopez Perez;Clay;47;60;0.066;0.053;0.61;0.684;0.566;0.59;0.418;0.315;0.56;680;107;219;228
Enrique Lopez Perez;Hard;27;44;0.101;0.055;0.602;0.729;0.555;0.608;0.384;0.264;0.538;362;71;219;228
Enzo Couacaud;Clay;6;10;0.055;0.041;0.558;0.66;0.509;0.46;0.377;0.357;0.512;122;16;284;135
Enzo Couacaud;Hard;35;28;0.08;0.043;0.566;0.72;0.583;0.589;0.44;0.321;0.558;420;63;284;135
Eric Johnson;Hard;7;5;0.049;0.054;0.603;0.652;0.564;0.471;0.477;0.365;0.649;88;12;-;0
Eric Quigley;Hard;37;39;0.076;0.045;0.572;0.726;0.553;0.63;0.394;0.284;0.583;523;76;-;0
Erik Crepaldi;Clay;9;21;0.021;0.042;0.661;0.602;0.523;0.486;0.483;0.291;0.59;147;30;-;0
Erik Crepaldi;Hard;22;33;0.025;0.033;0.66;0.631;0.566;0.56;0.417;0.271;0.585;331;55;-;0
Ernesto Escobedo;Clay;15;18;0.066;0.048;0.553;0.724;0.597;0.627;0.371;0.261;0.519;186;33;187;272
Ernesto Escobedo;Grass;9;7;0.094;0.039;0.627;0.763;0.596;0.625;0.453;0.207;0.522;53;16;187;272
Ernesto Escobedo;Hard;77;56;0.091;0.041;0.565;0.738;0.584;0.631;0.393;0.267;0.555;777;133;187;272
Ernests Gulbis;Clay;39;34;0.103;0.063;0.566;0.747;0.578;0.609;0.41;0.298;0.553;512;73;95;612
Ernests Gulbis;Grass;9;8;0.134;0.062;0.62;0.772;0.579;0.683;0.35;0.243;0.5;100;17;95;612
Ernests Gulbis;Hard;55;58;0.131;0.061;0.576;0.775;0.555;0.655;0.358;0.271;0.527;643;113;95;612
Evan Furness;Hard;7;15;0.045;0.06;0.563;0.721;0.514;0.539;0.336;0.279;0.566;152;22;466;16
Evan King;Clay;7;14;0.049;0.034;0.639;0.633;0.505;0.552;0.462;0.267;0.56;93;21;286;134
Evan King;Hard;45;56;0.06;0.029;0.656;0.687;0.578;0.591;0.395;0.28;0.558;607;101;286;134
Evan Song;Clay;4;6;0.062;0.038;0.58;0.673;0.542;0.586;0.458;0.3;0.59;48;10;320;85
Evan Song;Hard;28;20;0.06;0.025;0.635;0.685;0.537;0.629;0.385;0.312;0.587;343;48;320;85
Evan Zhu;Hard;2;8;0.015;0.034;0.643;0.608;0.543;0.544;0.333;0.231;0.502;39;10;628;3
Evgenii Tiurnev;Clay;7;9;0.092;0.062;0.511;0.708;0.509;0.442;0.44;0.316;0.584;100;16;538;8
Evgenii Tiurnev;Hard;8;14;0.128;0.062;0.566;0.734;0.511;0.548;0.391;0.266;0.573;110;22;538;8
Evgeny Donskoy;Clay;29;39;0.049;0.027;0.592;0.681;0.552;0.571;0.331;0.29;0.525;450;68;97;594
Evgeny Donskoy;Grass;5;12;0.072;0.029;0.603;0.696;0.57;0.64;0.294;0.234;0.487;85;17;97;594
Evgeny Donskoy;Hard;145;104;0.073;0.029;0.595;0.74;0.577;0.626;0.388;0.281;0.56;1604;249;97;594
Evgeny Karlovskiy;Clay;16;15;0.058;0.05;0.625;0.693;0.556;0.571;0.414;0.342;0.606;266;31;246;190
Evgeny Karlovskiy;Hard;46;37;0.099;0.04;0.662;0.728;0.544;0.658;0.415;0.318;0.57;569;83;246;190
Fabiano De Paula;Clay;20;33;0.018;0.026;0.692;0.613;0.516;0.576;0.392;0.313;0.579;357;53;-;0
Fabien Reboul;Clay;5;8;0.039;0.041;0.567;0.623;0.497;0.595;0.45;0.347;0.56;100;13;476;15
Fabien Reboul;Hard;7;13;0.083;0.046;0.579;0.695;0.538;0.623;0.339;0.285;0.532;127;20;476;15
Fabio Fognini;Clay;90;54;0.035;0.042;0.615;0.675;0.558;0.569;0.432;0.34;0.564;1220;144;13;2315
Fabio Fognini;Grass;8;5;0.051;0.056;0.603;0.718;0.59;0.566;0.399;0.285;0.623;153;13;13;2315
Fabio Fognini;Hard;76;58;0.052;0.06;0.563;0.693;0.573;0.593;0.42;0.297;0.575;1035;134;13;2315
Fabrice Martin;Hard;14;23;0.12;0.046;0.615;0.733;0.532;0.608;0.407;0.273;0.487;162;37;-;0
Fabricio Neis;Clay;23;28;0.073;0.064;0.569;0.717;0.558;0.531;0.391;0.326;0.599;345;51;-;0
Fabrizio Ornago;Clay;10;11;0.045;0.051;0.627;0.667;0.541;0.536;0.429;0.326;0.523;119;21;443;20
Facundo Arguello;Clay;127;105;0.028;0.04;0.599;0.672;0.554;0.573;0.43;0.358;0.57;1770;232;227;221
Facundo Arguello;Hard;9;11;0.052;0.047;0.611;0.669;0.58;0.59;0.463;0.344;0.603;134;20;227;221
Facundo Bagnis;Clay;181;107;0.06;0.053;0.601;0.705;0.585;0.626;0.42;0.333;0.576;2198;288;153;353
Facundo Bagnis;Hard;7;13;0.065;0.053;0.613;0.688;0.566;0.589;0.387;0.248;0.577;119;20;153;353
Facundo Mena;Clay;25;32;0.074;0.045;0.527;0.705;0.51;0.53;0.429;0.321;0.554;385;57;-;0
Facundo Mena;Hard;3;9;0.06;0.05;0.532;0.681;0.519;0.511;0.38;0.289;0.581;79;12;-;0
Fajing Sun;Hard;16;28;0.038;0.038;0.619;0.657;0.539;0.545;0.421;0.315;0.529;259;44;570;6
Farrukh Dustov;Clay;11;21;0.044;0.034;0.674;0.65;0.514;0.581;0.287;0.3;0.528;202;32;531;8
Farrukh Dustov;Hard;66;52;0.105;0.022;0.696;0.728;0.518;0.633;0.373;0.269;0.546;655;118;531;8
Federico Coria;Clay;72;59;0.024;0.042;0.684;0.631;0.563;0.552;0.481;0.365;0.603;991;131;279;138
Federico Delbonis;Clay;128;63;0.045;0.043;0.605;0.706;0.603;0.612;0.432;0.333;0.578;1458;191;80;678
Federico Delbonis;Hard;23;46;0.057;0.045;0.592;0.7;0.584;0.611;0.366;0.239;0.569;399;69;80;678
Federico Gaio;Clay;85;78;0.062;0.057;0.573;0.705;0.593;0.599;0.395;0.321;0.547;1137;163;210;236
Federico Gaio;Hard;22;44;0.081;0.057;0.558;0.719;0.567;0.538;0.377;0.275;0.532;353;66;210;236
Federico Zeballos;Clay;7;14;0.048;0.045;0.529;0.71;0.539;0.56;0.393;0.266;0.557;107;21;-;0
Federico Zeballos;Hard;5;9;0.07;0.064;0.511;0.684;0.577;0.565;0.476;0.311;0.61;84;14;-;0
Feliciano Lopez;Clay;38;35;0.107;0.029;0.595;0.735;0.556;0.635;0.337;0.285;0.509;466;73;64;795
Feliciano Lopez;Grass;30;14;0.162;0.036;0.622;0.818;0.619;0.676;0.337;0.237;0.52;261;44;64;795
Feliciano Lopez;Hard;82;73;0.139;0.045;0.575;0.771;0.56;0.688;0.337;0.265;0.493;925;155;64;795
Felipe Mantilla;Clay;15;26;0.044;0.044;0.606;0.659;0.539;0.516;0.396;0.306;0.57;275;41;483;13
Felipe Mantilla;Hard;8;7;0.053;0.035;0.612;0.664;0.626;0.66;0.385;0.278;0.589;91;15;483;13
Felix Auger Aliassime;Clay;34;18;0.068;0.062;0.607;0.719;0.577;0.659;0.467;0.353;0.59;366;52;108;527
Felix Auger Aliassime;Hard;38;30;0.082;0.047;0.627;0.704;0.552;0.592;0.408;0.326;0.549;466;68;108;527
Fernando Romboli;Clay;21;39;0.05;0.051;0.608;0.655;0.538;0.534;0.426;0.271;0.53;310;60;-;0
Fernando Romboli;Hard;4;10;0.082;0.073;0.572;0.695;0.565;0.5;0.432;0.229;0.468;37;14;-;0
Fernando Verdasco;Clay;60;41;0.049;0.039;0.686;0.696;0.593;0.62;0.395;0.333;0.574;876;101;28;1410
Fernando Verdasco;Grass;10;15;0.123;0.064;0.601;0.764;0.603;0.708;0.304;0.256;0.493;168;25;28;1410
Fernando Verdasco;Hard;71;69;0.081;0.053;0.638;0.727;0.579;0.627;0.4;0.287;0.55;957;140;28;1410
Filip Horansky;Clay;38;31;0.036;0.047;0.634;0.647;0.544;0.558;0.452;0.37;0.587;558;69;215;231
Filip Horansky;Hard;24;28;0.066;0.049;0.62;0.692;0.533;0.56;0.455;0.285;0.564;266;52;215;231
Filip Krajinovic;Clay;114;34;0.049;0.019;0.634;0.688;0.563;0.611;0.476;0.368;0.615;1213;148;94;620
Filip Krajinovic;Hard;62;55;0.075;0.026;0.63;0.7;0.549;0.616;0.406;0.275;0.572;743;117;94;620
Filip Peliwo;Clay;8;6;0.047;0.049;0.556;0.714;0.581;0.67;0.417;0.31;0.625;103;14;243;198
Filip Peliwo;Hard;48;61;0.05;0.056;0.555;0.66;0.537;0.544;0.432;0.307;0.603;757;109;243;198
Filip Veger;Hard;10;17;0.05;0.031;0.717;0.648;0.555;0.539;0.391;0.296;0.582;179;27;-;0
Filippo Baldi;Clay;25;25;0.025;0.032;0.645;0.652;0.542;0.611;0.472;0.332;0.557;316;50;165;318
Filippo Baldi;Hard;17;10;0.062;0.043;0.608;0.733;0.593;0.692;0.319;0.256;0.562;182;27;165;318
Filippo Volandri;Clay;65;65;0.01;0.027;0.697;0.611;0.548;0.521;0.46;0.358;0.583;996;130;-;0
Finn Tearney;Hard;9;24;0.027;0.073;0.607;0.628;0.517;0.496;0.385;0.335;0.561;244;33;-;0
Flavio Cipolla;Clay;21;35;0.011;0.035;0.753;0.572;0.552;0.57;0.44;0.365;0.585;457;56;454;17
Flavio Cipolla;Hard;23;27;0.013;0.048;0.694;0.619;0.563;0.5;0.434;0.334;0.597;369;50;454;17
Florent Serra;Hard;12;12;0.051;0.018;0.602;0.726;0.552;0.619;0.4;0.257;0.569;140;24;-;0
Florian Mayer;Clay;32;40;0.049;0.024;0.598;0.674;0.532;0.594;0.419;0.317;0.556;515;72;256;168
Florian Mayer;Grass;15;11;0.07;0.02;0.641;0.726;0.56;0.658;0.351;0.251;0.596;154;26;256;168
Florian Mayer;Hard;21;31;0.067;0.024;0.595;0.694;0.538;0.608;0.399;0.264;0.549;333;52;256;168
Frances Tiafoe;Clay;35;20;0.062;0.028;0.625;0.69;0.547;0.583;0.386;0.3;0.561;427;55;39;1080
Frances Tiafoe;Grass;8;7;0.104;0.036;0.619;0.733;0.563;0.652;0.372;0.262;0.502;86;15;39;1080
Frances Tiafoe;Hard;84;71;0.088;0.036;0.607;0.724;0.568;0.631;0.377;0.279;0.568;1120;155;39;1080
Francesco Ferrari;Hard;2;11;0.021;0.023;0.694;0.619;0.518;0.5;0.39;0.32;0.537;82;13;-;0
Francesco Vilardo;Hard;15;13;0.04;0.031;0.595;0.692;0.561;0.627;0.441;0.331;0.572;195;28;567;6
Francisco Bahamonde;Clay;7;7;0.029;0.03;0.601;0.681;0.524;0.544;0.459;0.34;0.592;109;14;-;0
Franco Agamenone;Clay;12;18;0.016;0.053;0.663;0.639;0.503;0.518;0.46;0.344;0.552;189;30;-;0
Franco Agamenone;Hard;4;6;0.035;0.092;0.658;0.627;0.57;0.6;0.474;0.296;0.598;57;10;-;0
Frank Dancevic;Clay;26;22;0.074;0.03;0.583;0.708;0.547;0.625;0.369;0.307;0.603;355;48;318;86
Frank Dancevic;Grass;11;6;0.08;0.024;0.65;0.754;0.574;0.68;0.283;0.236;0.557;113;17;318;86
Frank Dancevic;Hard;53;47;0.104;0.038;0.595;0.742;0.567;0.641;0.384;0.281;0.541;619;100;318;86
Franko Skugor;Clay;33;27;0.063;0.022;0.603;0.71;0.522;0.591;0.396;0.336;0.59;490;60;357;57
Franko Skugor;Hard;49;45;0.09;0.029;0.619;0.726;0.537;0.612;0.393;0.291;0.558;610;94;357;57
Fred Simonsson;Clay;9;10;0.077;0.073;0.586;0.705;0.577;0.619;0.491;0.301;0.524;114;19;-;0
Frederico Ferreira Silva;Clay;16;32;0.035;0.029;0.557;0.646;0.539;0.526;0.433;0.319;0.563;328;48;324;80
Frederico Ferreira Silva;Hard;24;18;0.057;0.03;0.613;0.682;0.567;0.646;0.444;0.299;0.603;270;42;324;80
Frederico Gil;Clay;8;12;0.029;0.027;0.608;0.628;0.506;0.558;0.416;0.315;0.588;113;20;560;7
Frederik Nielsen;Grass;6;5;0.073;0.043;0.633;0.738;0.545;0.672;0.508;0.319;0.558;59;11;433;23
Frederik Nielsen;Hard;82;58;0.054;0.041;0.58;0.69;0.56;0.617;0.406;0.322;0.603;1081;140;433;23
Fritz Wolmarans;Hard;4;12;0.084;0.041;0.659;0.729;0.581;0.602;0.325;0.235;0.55;83;16;-;0
Gabor Borsos;Clay;6;8;0.044;0.048;0.618;0.653;0.547;0.571;0.413;0.338;0.591;109;14;552;7
Gabriel Alejandro Hidalgo;Clay;5;7;0.016;0.047;0.594;0.627;0.59;0.589;0.373;0.337;0.592;102;12;-;0
Gael Monfils;Clay;39;25;0.065;0.042;0.671;0.687;0.571;0.612;0.443;0.346;0.549;535;64;29;1400
Gael Monfils;Grass;18;11;0.138;0.035;0.671;0.763;0.578;0.679;0.341;0.289;0.485;217;29;29;1400
Gael Monfils;Hard;105;48;0.117;0.048;0.622;0.748;0.588;0.624;0.437;0.314;0.557;1124;153;29;1400
Gastao Elias;Clay;161;103;0.051;0.039;0.549;0.708;0.555;0.594;0.435;0.345;0.564;2093;264;263;159
Gastao Elias;Hard;22;45;0.073;0.043;0.521;0.728;0.54;0.561;0.364;0.278;0.546;404;67;263;159
Gavin Van Peperzeel;Clay;6;6;0.079;0.035;0.626;0.699;0.597;0.606;0.383;0.265;0.547;60;12;-;0
Gavin Van Peperzeel;Hard;16;17;0.083;0.048;0.625;0.7;0.553;0.596;0.358;0.318;0.533;190;33;-;0
Genaro Alberto Olivieri;Clay;4;6;0.033;0.032;0.583;0.613;0.57;0.435;0.426;0.366;0.516;68;10;641;1
Geoffrey Blancaneaux;Clay;9;17;0.013;0.055;0.635;0.616;0.553;0.574;0.431;0.332;0.608;188;26;420;26
Geoffrey Blancaneaux;Hard;7;20;0.045;0.051;0.611;0.677;0.532;0.517;0.397;0.257;0.528;131;27;420;26
George Von Massow;Clay;17;14;0.09;0.037;0.592;0.719;0.52;0.583;0.455;0.308;0.58;200;31;-;0
Gerald Melzer;Clay;135;88;0.057;0.035;0.63;0.692;0.577;0.621;0.432;0.322;0.588;1582;223;244;192
Gerald Melzer;Hard;28;28;0.06;0.036;0.631;0.681;0.602;0.611;0.367;0.257;0.561;362;56;244;192
Gerard Granollers;Clay;23;40;0.018;0.04;0.544;0.651;0.533;0.571;0.376;0.299;0.545;407;63;414;27
Gerard Granollers;Hard;19;32;0.032;0.037;0.563;0.67;0.528;0.547;0.415;0.302;0.566;342;51;414;27
Gerardo Lopez Villasenor;Hard;5;5;0.05;0.047;0.597;0.7;0.59;0.622;0.292;0.246;0.566;65;10;516;10
Germain Gigounon;Clay;35;33;0.026;0.032;0.616;0.657;0.532;0.559;0.429;0.35;0.576;548;68;519;10
Germain Gigounon;Hard;14;22;0.04;0.035;0.59;0.664;0.525;0.515;0.448;0.287;0.582;201;36;519;10
Gian Marco Moroni;Clay;35;28;0.018;0.044;0.636;0.657;0.553;0.595;0.435;0.355;0.601;483;63;226;222
Gian Marco Moroni;Hard;5;6;0.038;0.064;0.619;0.657;0.598;0.6;0.463;0.306;0.627;80;11;226;222
Gianluca Di Nicola;Clay;19;21;0.019;0.053;0.596;0.65;0.558;0.597;0.478;0.342;0.614;291;40;-;0
Gianluca Mager;Clay;83;67;0.071;0.05;0.564;0.709;0.557;0.598;0.411;0.329;0.563;1070;150;270;151
Gianluca Mager;Hard;11;19;0.121;0.05;0.592;0.756;0.581;0.597;0.311;0.248;0.525;177;30;270;151
Gianluca Naso;Clay;16;30;0.046;0.029;0.583;0.662;0.507;0.563;0.364;0.329;0.561;343;46;-;0
Gianluigi Quinzi;Clay;64;56;0.038;0.031;0.603;0.668;0.556;0.571;0.438;0.348;0.594;988;120;155;343
Gianluigi Quinzi;Hard;15;21;0.047;0.036;0.599;0.694;0.526;0.635;0.347;0.289;0.57;259;36;155;343
Gianni Mina;Clay;27;29;0.054;0.039;0.66;0.671;0.54;0.563;0.431;0.329;0.557;369;56;564;6
Gianni Mina;Hard;13;14;0.068;0.029;0.667;0.685;0.569;0.621;0.368;0.305;0.544;182;27;564;6
Gibril Diarra;Clay;12;16;0.084;0.047;0.623;0.717;0.563;0.599;0.445;0.295;0.551;155;28;-;0
Gilles Muller;Clay;9;13;0.112;0.045;0.597;0.728;0.529;0.569;0.374;0.263;0.511;131;22;138;413
Gilles Muller;Grass;38;18;0.192;0.041;0.644;0.822;0.603;0.744;0.332;0.215;0.491;274;56;138;413
Gilles Muller;Hard;108;73;0.179;0.049;0.609;0.811;0.586;0.702;0.331;0.256;0.512;1008;181;138;413
Gilles Simon;Clay;41;36;0.039;0.03;0.572;0.664;0.538;0.584;0.445;0.336;0.566;629;77;30;1370
Gilles Simon;Grass;19;15;0.055;0.022;0.59;0.732;0.572;0.656;0.436;0.286;0.571;257;34;30;1370
Gilles Simon;Hard;95;73;0.052;0.031;0.582;0.69;0.557;0.585;0.447;0.31;0.594;1309;168;30;1370
Giovanni Fonio;Clay;4;9;0.039;0.062;0.618;0.681;0.585;0.581;0.476;0.29;0.536;63;13;505;11
Giovanni Lapentti;Clay;30;48;0.051;0.047;0.608;0.676;0.549;0.595;0.418;0.296;0.556;467;78;-;0
Giovanni Lapentti;Hard;10;15;0.058;0.046;0.614;0.702;0.555;0.589;0.455;0.307;0.58;156;25;-;0
Gleb Sakharov;Clay;22;34;0.044;0.033;0.601;0.665;0.523;0.556;0.426;0.326;0.517;326;56;238;202
Gleb Sakharov;Hard;44;30;0.078;0.031;0.608;0.73;0.542;0.624;0.395;0.299;0.553;478;74;238;202
Go Soeda;Carpet;11;3;0.087;0.022;0.597;0.757;0.582;0.621;0.446;0.305;0.646;101;14;214;231
Go Soeda;Grass;2;8;0.039;0.027;0.604;0.711;0.561;0.631;0.35;0.224;0.544;40;10;214;231
Go Soeda;Hard;154;105;0.045;0.032;0.585;0.697;0.564;0.594;0.425;0.328;0.589;1895;259;214;231
Goncalo Oliveira;Clay;27;42;0.03;0.04;0.677;0.619;0.535;0.553;0.404;0.326;0.553;450;69;281;138
Goncalo Oliveira;Hard;13;24;0.051;0.042;0.662;0.675;0.57;0.617;0.319;0.275;0.597;263;37;281;138
Gonzales Austin;Hard;12;5;0.045;0.027;0.591;0.701;0.582;0.644;0.5;0.329;0.639;114;17;-;0
Gonzalo Escobar;Clay;46;48;0.033;0.043;0.665;0.66;0.587;0.595;0.445;0.321;0.583;623;94;363;53
Gonzalo Escobar;Hard;23;21;0.039;0.029;0.68;0.674;0.584;0.596;0.429;0.299;0.602;326;44;363;53
Gonzalo Lama;Clay;74;66;0.028;0.035;0.648;0.656;0.585;0.6;0.407;0.318;0.577;987;140;632;2
Gonzalo Lama;Hard;2;12;0.039;0.036;0.655;0.638;0.454;0.527;0.388;0.247;0.473;49;14;632;2
Gonzalo Villanueva;Clay;15;14;0.03;0.031;0.6;0.656;0.554;0.541;0.379;0.341;0.599;232;29;614;3
Greg Jones;Hard;25;31;0.081;0.059;0.604;0.696;0.551;0.613;0.449;0.29;0.601;336;56;-;0
Grega Zemlja;Clay;16;12;0.078;0.038;0.567;0.719;0.541;0.581;0.469;0.306;0.535;177;28;-;0
Grega Zemlja;Hard;43;34;0.11;0.038;0.564;0.747;0.549;0.622;0.411;0.286;0.566;474;77;-;0
Gregoire Barrere;Clay;18;17;0.041;0.036;0.608;0.66;0.553;0.586;0.419;0.341;0.604;308;35;163;322
Gregoire Barrere;Hard;43;50;0.076;0.039;0.606;0.717;0.545;0.571;0.36;0.273;0.576;636;93;163;322
Gregoire Burquier;Clay;6;13;0.04;0.036;0.641;0.636;0.457;0.61;0.458;0.294;0.542;83;19;-;0
Gregoire Burquier;Hard;10;13;0.06;0.033;0.654;0.681;0.55;0.517;0.389;0.302;0.551;149;23;-;0
Gregoire Jacq;Clay;12;12;0.028;0.059;0.628;0.625;0.564;0.58;0.406;0.373;0.609;202;24;453;18
Gregoire Jacq;Hard;9;12;0.04;0.064;0.626;0.645;0.588;0.567;0.451;0.344;0.593;142;21;453;18
Grigor Dimitrov;Clay;36;24;0.069;0.04;0.635;0.729;0.575;0.595;0.392;0.321;0.497;416;60;19;1835
Grigor Dimitrov;Grass;21;11;0.123;0.044;0.646;0.79;0.616;0.694;0.383;0.277;0.564;243;32;19;1835
Grigor Dimitrov;Hard;136;69;0.089;0.045;0.617;0.755;0.585;0.65;0.379;0.292;0.556;1511;205;19;1835
Grzegorz Panfil;Clay;7;24;0.048;0.042;0.562;0.638;0.475;0.506;0.399;0.28;0.589;183;31;-;0
Guido Andreozzi;Clay;144;97;0.036;0.04;0.609;0.691;0.559;0.586;0.45;0.346;0.597;1893;241;79;682
Guido Andreozzi;Hard;17;22;0.055;0.058;0.57;0.685;0.543;0.584;0.384;0.309;0.564;294;39;79;682
Guido Pella;Clay;126;67;0.052;0.034;0.656;0.69;0.557;0.625;0.417;0.329;0.605;1641;193;58;860
Guido Pella;Grass;4;6;0.093;0.02;0.658;0.71;0.584;0.675;0.265;0.205;0.55;68;10;58;860
Guido Pella;Hard;33;45;0.067;0.036;0.646;0.692;0.581;0.608;0.413;0.263;0.567;499;78;58;860
Guilherme Clezar;Clay;115;103;0.053;0.038;0.621;0.688;0.569;0.588;0.4;0.312;0.588;1613;218;232;214
Guilherme Clezar;Hard;11;25;0.066;0.037;0.622;0.688;0.533;0.589;0.363;0.264;0.553;237;36;232;214
Guillaume Rufin;Clay;9;9;0.052;0.045;0.564;0.668;0.568;0.583;0.363;0.35;0.615;157;18;-;0
Guillermo Duran;Clay;14;18;0.049;0.055;0.581;0.667;0.536;0.571;0.385;0.329;0.565;226;32;-;0
Guillermo Garcia Lopez;Clay;83;58;0.038;0.045;0.584;0.697;0.564;0.589;0.408;0.335;0.567;1165;141;105;543
Guillermo Garcia Lopez;Grass;6;11;0.062;0.056;0.595;0.76;0.578;0.624;0.344;0.252;0.492;93;17;105;543
Guillermo Garcia Lopez;Hard;56;71;0.057;0.053;0.544;0.719;0.559;0.595;0.414;0.276;0.563;826;127;105;543
Guillermo Olaso;Hard;16;7;0.057;0.026;0.581;0.682;0.573;0.574;0.441;0.301;0.64;177;23;388;40
Guillermo Rivera Aranguiz;Clay;7;10;0.038;0.028;0.621;0.651;0.553;0.553;0.509;0.347;0.621;108;17;-;0
Hans Hach Verdugo;Hard;9;24;0.068;0.054;0.614;0.696;0.545;0.631;0.358;0.27;0.497;165;33;-;0
Hans Podlipnik Castillo;Clay;49;64;0.029;0.031;0.617;0.667;0.553;0.566;0.388;0.325;0.558;796;113;-;0
Hans Podlipnik Castillo;Hard;3;11;0.047;0.04;0.575;0.673;0.536;0.565;0.259;0.217;0.441;54;14;-;0
Hao Wu;Hard;4;6;0.061;0.048;0.601;0.621;0.547;0.538;0.412;0.285;0.569;51;10;-;0
Harri Heliovaara;Clay;5;8;0.047;0.028;0.61;0.662;0.54;0.567;0.314;0.316;0.491;86;13;376;46
Harri Heliovaara;Hard;11;8;0.091;0.036;0.606;0.715;0.537;0.612;0.397;0.291;0.601;131;19;376;46
Harry Bourchier;Hard;14;29;0.062;0.062;0.615;0.674;0.56;0.544;0.432;0.29;0.507;220;43;463;17
Henri Laaksonen;Clay;60;59;0.054;0.058;0.615;0.68;0.56;0.586;0.42;0.345;0.564;882;119;169;311
Henri Laaksonen;Hard;81;69;0.079;0.057;0.59;0.722;0.559;0.594;0.408;0.296;0.575;994;150;169;311
Henrique Cunha;Hard;13;20;0.045;0.055;0.594;0.683;0.521;0.547;0.386;0.264;0.528;176;33;-;0
Hernan Casanova;Clay;11;27;0.003;0.023;0.732;0.555;0.497;0.546;0.407;0.317;0.554;258;38;447;20
Hiroki Kondo;Hard;10;8;0.079;0.02;0.626;0.709;0.542;0.618;0.391;0.306;0.549;110;18;-;0
Hiroki Moriya;Grass;10;14;0.03;0.039;0.649;0.65;0.565;0.586;0.405;0.272;0.496;116;24;191;268
Hiroki Moriya;Hard;119;120;0.038;0.043;0.579;0.666;0.548;0.565;0.404;0.326;0.588;1762;239;191;268
Hiroyasu Ehara;Hard;16;23;0.023;0.061;0.692;0.605;0.569;0.552;0.38;0.315;0.58;305;39;505;11
Hong Chung;Hard;7;9;0.021;0.038;0.604;0.638;0.594;0.618;0.443;0.304;0.551;106;16;-;0
Horacio Zeballos;Clay;130;88;0.075;0.032;0.615;0.728;0.573;0.635;0.398;0.287;0.546;1378;218;173;300
Horacio Zeballos;Hard;33;38;0.083;0.038;0.591;0.735;0.58;0.588;0.398;0.231;0.537;344;71;173;300
Hsien Yin Peng;Hard;3;11;0.055;0.047;0.624;0.662;0.485;0.552;0.443;0.275;0.503;61;14;-;0
Hubert Hurkacz;Clay;37;23;0.066;0.065;0.613;0.708;0.58;0.634;0.438;0.338;0.589;464;60;86;636
Hubert Hurkacz;Hard;71;46;0.089;0.053;0.641;0.724;0.573;0.633;0.408;0.31;0.552;790;117;86;636
Hugo Dellien;Clay;65;52;0.023;0.03;0.713;0.646;0.56;0.575;0.417;0.349;0.585;918;117;122;466
Hugo Grenier;Clay;7;8;0.042;0.051;0.601;0.66;0.529;0.573;0.404;0.333;0.588;109;15;341;66
Hugo Grenier;Hard;31;27;0.069;0.052;0.613;0.723;0.547;0.601;0.425;0.324;0.583;447;58;341;66
Hugo Nys;Clay;8;14;0.061;0.044;0.535;0.673;0.514;0.648;0.423;0.312;0.538;130;22;510;10
Hugo Nys;Hard;34;30;0.085;0.041;0.556;0.738;0.53;0.608;0.43;0.322;0.562;428;64;510;10
Hyeon Chung;Clay;28;16;0.039;0.032;0.648;0.721;0.548;0.588;0.451;0.33;0.605;319;44;25;1585
