 PLAYER ; SURFACE ; Rank ; Points ; Games_Played ; W ; L ;   Ace_Pct   ;   Df_Pct   ;   1st_Serve_Pct   ;   1st_Serve_Won_Pct   ;   2nd_Serve_Won_Pct   ;   Break_Pt_Saved_Pct   ;   Break_Pt_Won_Pct   ;   1st_Serve_Return_Won_Pct   ;   2nd_Serve_Return_Won_Pct   
 Ruben Bemelmans ; Grass ; 117,00 ; 496,00 ; 22,00 ; 5,00 ; 17,00 ; 0,06 ; 0,04 ; 0,65 ; 0,71 ; 0,60 ; 0,63 ; 0,26 ; 0,23 ; 0,52 
 Ruben Bemelmans ; Clay ; 117,00 ; 496,00 ; 33,00 ; 16,00 ; 17,00 ; 0,06 ; 0,05 ; 0,62 ; 0,67 ; 0,56 ; 0,56 ; 0,43 ; 0,35 ; 0,59 
 Ruben Bemelmans ; Hard ; 117,00 ; 496,00 ; 218,00 ; 125,00 ; 93,00 ; 0,07 ; 0,04 ; 0,63 ; 0,73 ; 0,59 ; 0,65 ; 0,40 ; 0,30 ; 0,56 
 Juan Ignacio Londero ; Clay ; 118,00 ; 491,00 ; 234,00 ; 139,00 ; 95,00 ; 0,04 ; 0,04 ; 0,57 ; 0,69 ; 0,58 ; 0,61 ; 0,44 ; 0,33 ; 0,59 
 Juan Ignacio Londero ; Hard ; 118,00 ; 491,00 ; 38,00 ; 18,00 ; 20,00 ; 0,05 ; 0,05 ; 0,58 ; 0,68 ; 0,54 ; 0,57 ; 0,47 ; 0,29 ; 0,61 
 Peter Polansky ; Grass ; 119,00 ; 482,00 ; 12,00 ; 4,00 ; 8,00 ; 0,08 ; 0,02 ; 0,59 ; 0,71 ; 0,61 ; 0,59 ; 0,38 ; 0,27 ; 0,56 
 Peter Polansky ; Clay ; 119,00 ; 482,00 ; 41,00 ; 18,00 ; 23,00 ; 0,05 ; 0,03 ; 0,60 ; 0,66 ; 0,54 ; 0,56 ; 0,42 ; 0,31 ; 0,55 
 Peter Polansky ; Hard ; 119,00 ; 482,00 ; 202,00 ; 116,00 ; 86,00 ; 0,07 ; 0,04 ; 0,59 ; 0,71 ; 0,58 ; 0,61 ; 0,41 ; 0,30 ; 0,56 
 Thiago Monteiro ; Hard ; 120,00 ; 475,00 ; 47,00 ; 19,00 ; 28,00 ; 0,06 ; 0,03 ; 0,63 ; 0,70 ; 0,57 ; 0,59 ; 0,41 ; 0,26 ; 0,53 
 Thiago Monteiro ; Grass ; 120,00 ; 475,00 ; 2,00 ; 1,00 ; 1,00 ; 0,06 ; 0,02 ; 0,63 ; 0,79 ; 0,53 ; 0,67 ; 0,19 ; 0,24 ; 0,49 
 Thiago Monteiro ; Clay ; 120,00 ; 475,00 ; 196,00 ; 109,00 ; 87,00 ; 0,05 ; 0,03 ; 0,64 ; 0,70 ; 0,55 ; 0,62 ; 0,42 ; 0,30 ; 0,55 
 Jason Jung ; Carpet ; 121,00 ; 470,00 ; 7,00 ; 3,00 ; 4,00 ; 0,08 ; 0,02 ; 0,63 ; 0,71 ; 0,54 ; 0,62 ; 0,30 ; 0,25 ; 0,56 
 Jason Jung ; Grass ; 121,00 ; 470,00 ; 13,00 ; 5,00 ; 8,00 ; 0,05 ; 0,04 ; 0,69 ; 0,69 ; 0,60 ; 0,60 ; 0,38 ; 0,25 ; 0,57 
 Jason Jung ; Clay ; 121,00 ; 470,00 ; 15,00 ; 9,00 ; 6,00 ; 0,07 ; 0,03 ; 0,64 ; 0,71 ; 0,57 ; 0,58 ; 0,37 ; 0,31 ; 0,51 
 Jason Jung ; Hard ; 121,00 ; 470,00 ; 200,00 ; 106,00 ; 94,00 ; 0,06 ; 0,05 ; 0,62 ; 0,69 ; 0,57 ; 0,59 ; 0,39 ; 0,32 ; 0,57 
 Hugo Dellien ; Hard ; 122,00 ; 466,00 ; 7,00 ; 1,00 ; 6,00 ; 0,01 ; 0,03 ; 0,73 ; 0,58 ; 0,51 ; 0,48 ; 0,30 ; 0,30 ; 0,55 
 Hugo Dellien ; Clay ; 122,00 ; 466,00 ; 117,00 ; 65,00 ; 52,00 ; 0,02 ; 0,03 ; 0,71 ; 0,65 ; 0,56 ; 0,58 ; 0,42 ; 0,35 ; 0,59 
 Marco Trungelliti ; Grass ; 123,00 ; 463,00 ; 2,00 ; 1,00 ; 1,00 ; 0,08 ; 0,02 ; 0,64 ; 0,74 ; 0,66 ; 0,63 ; 0,42 ; 0,24 ; 0,53 
 Marco Trungelliti ; Clay ; 123,00 ; 463,00 ; 140,00 ; 83,00 ; 57,00 ; 0,04 ; 0,05 ; 0,58 ; 0,67 ; 0,56 ; 0,60 ; 0,44 ; 0,35 ; 0,58 
 Marco Trungelliti ; Hard ; 123,00 ; 463,00 ; 81,00 ; 38,00 ; 43,00 ; 0,06 ; 0,05 ; 0,59 ; 0,69 ; 0,55 ; 0,59 ; 0,43 ; 0,30 ; 0,57 
 Marcos Baghdatis ; Grass ; 124,00 ; 460,00 ; 44,00 ; 26,00 ; 18,00 ; 0,11 ; 0,04 ; 0,56 ; 0,79 ; 0,61 ; 0,63 ; 0,36 ; 0,27 ; 0,57 
 Marcos Baghdatis ; Clay ; 124,00 ; 460,00 ; 20,00 ; 5,00 ; 15,00 ; 0,06 ; 0,03 ; 0,53 ; 0,71 ; 0,52 ; 0,60 ; 0,32 ; 0,31 ; 0,51 
 Marcos Baghdatis ; Hard ; 124,00 ; 460,00 ; 165,00 ; 96,00 ; 69,00 ; 0,10 ; 0,05 ; 0,53 ; 0,75 ; 0,57 ; 0,59 ; 0,41 ; 0,30 ; 0,59 
 David Ferrer ; Grass ; 125,00 ; 460,00 ; 16,00 ; 6,00 ; 10,00 ; 0,03 ; 0,04 ; 0,66 ; 0,66 ; 0,56 ; 0,63 ; 0,42 ; 0,29 ; 0,53 
 David Ferrer ; Clay ; 125,00 ; 460,00 ; 106,00 ; 72,00 ; 34,00 ; 0,03 ; 0,04 ; 0,62 ; 0,69 ; 0,58 ; 0,60 ; 0,42 ; 0,35 ; 0,58 
 David Ferrer ; Hard ; 125,00 ; 460,00 ; 159,00 ; 102,00 ; 57,00 ; 0,03 ; 0,04 ; 0,61 ; 0,70 ; 0,59 ; 0,61 ; 0,42 ; 0,32 ; 0,61 
 Yannick Maden ; Clay ; 126,00 ; 460,00 ; 61,00 ; 36,00 ; 25,00 ; 0,02 ; 0,03 ; 0,63 ; 0,65 ; 0,54 ; 0,56 ; 0,46 ; 0,35 ; 0,60 
 Yannick Maden ; Hard ; 126,00 ; 460,00 ; 83,00 ; 48,00 ; 35,00 ; 0,04 ; 0,03 ; 0,61 ; 0,68 ; 0,55 ; 0,59 ; 0,45 ; 0,33 ; 0,60 
 Yannick Maden ; Grass ; 126,00 ; 460,00 ; 8,00 ; 3,00 ; 5,00 ; 0,05 ; 0,02 ; 0,63 ; 0,65 ; 0,49 ; 0,65 ; 0,36 ; 0,26 ; 0,55 
 Lloyd Harris ; Grass ; 127,00 ; 458,00 ; 4,00 ; 1,00 ; 3,00 ; 0,14 ; 0,03 ; 0,63 ; 0,74 ; 0,49 ; 0,73 ; 0,22 ; 0,19 ; 0,43 
 Lloyd Harris ; Clay ; 127,00 ; 458,00 ; 21,00 ; 8,00 ; 13,00 ; 0,05 ; 0,04 ; 0,58 ; 0,70 ; 0,51 ; 0,57 ; 0,35 ; 0,27 ; 0,50 
 Lloyd Harris ; Hard ; 127,00 ; 458,00 ; 93,00 ; 62,00 ; 31,00 ; 0,13 ; 0,04 ; 0,59 ; 0,76 ; 0,56 ; 0,63 ; 0,44 ; 0,31 ; 0,56 
 Quentin Halys ; Grass ; 128,00 ; 445,00 ; 6,00 ; 4,00 ; 2,00 ; 0,12 ; 0,05 ; 0,63 ; 0,75 ; 0,62 ; 0,67 ; 0,27 ; 0,22 ; 0,50 
 Quentin Halys ; Clay ; 128,00 ; 445,00 ; 53,00 ; 30,00 ; 23,00 ; 0,09 ; 0,07 ; 0,59 ; 0,75 ; 0,59 ; 0,68 ; 0,41 ; 0,32 ; 0,54 
 Quentin Halys ; Hard ; 128,00 ; 445,00 ; 157,00 ; 78,00 ; 79,00 ; 0,13 ; 0,09 ; 0,57 ; 0,77 ; 0,56 ; 0,60 ; 0,40 ; 0,28 ; 0,57 
 Adrian Menendez Maceiras ; Grass ; 129,00 ; 442,00 ; 14,00 ; 4,00 ; 10,00 ; 0,06 ; 0,03 ; 0,66 ; 0,70 ; 0,57 ; 0,64 ; 0,33 ; 0,26 ; 0,54 
 Adrian Menendez Maceiras ; Clay ; 129,00 ; 442,00 ; 68,00 ; 37,00 ; 31,00 ; 0,06 ; 0,03 ; 0,61 ; 0,70 ; 0,54 ; 0,60 ; 0,43 ; 0,31 ; 0,58 
 Adrian Menendez Maceiras ; Hard ; 129,00 ; 442,00 ; 213,00 ; 129,00 ; 84,00 ; 0,07 ; 0,03 ; 0,62 ; 0,72 ; 0,57 ; 0,63 ; 0,41 ; 0,30 ; 0,57 
 Matthias Bachinger ; Carpet ; 130,00 ; 440,00 ; 2,00 ; 1,00 ; 1,00 ; 0,15 ; 0,06 ; 0,57 ; 0,81 ; 0,60 ; 0,83 ; 0,24 ; 0,23 ; 0,58 
 Matthias Bachinger ; Grass ; 130,00 ; 440,00 ; 11,00 ; 5,00 ; 6,00 ; 0,09 ; 0,04 ; 0,65 ; 0,73 ; 0,56 ; 0,63 ; 0,41 ; 0,28 ; 0,48 
 Matthias Bachinger ; Clay ; 130,00 ; 440,00 ; 67,00 ; 30,00 ; 37,00 ; 0,07 ; 0,04 ; 0,59 ; 0,70 ; 0,51 ; 0,56 ; 0,36 ; 0,31 ; 0,54 
 Matthias Bachinger ; Hard ; 130,00 ; 440,00 ; 167,00 ; 105,00 ; 62,00 ; 0,10 ; 0,03 ; 0,62 ; 0,73 ; 0,54 ; 0,63 ; 0,41 ; 0,31 ; 0,58 
 Miomir Kecmanovic ; Clay ; 131,00 ; 433,00 ; 28,00 ; 15,00 ; 13,00 ; 0,04 ; 0,03 ; 0,56 ; 0,69 ; 0,55 ; 0,66 ; 0,38 ; 0,31 ; 0,64 
 Miomir Kecmanovic ; Hard ; 131,00 ; 433,00 ; 63,00 ; 41,00 ; 22,00 ; 0,06 ; 0,03 ; 0,60 ; 0,71 ; 0,57 ; 0,63 ; 0,47 ; 0,29 ; 0,57 
 Ramkumar Ramanathan ; Carpet ; 132,00 ; 433,00 ; 1,00 ; -   ; 1,00 ; 0,18 ; 0,05 ; 0,68 ; 0,71 ; 0,70 ; 0,33 ; 0,50 ; 0,21 ; 0,50 
 Ramkumar Ramanathan ; Grass ; 132,00 ; 433,00 ; 21,00 ; 13,00 ; 8,00 ; 0,11 ; 0,05 ; 0,61 ; 0,75 ; 0,61 ; 0,68 ; 0,40 ; 0,29 ; 0,56 
 Ramkumar Ramanathan ; Clay ; 132,00 ; 433,00 ; 38,00 ; 18,00 ; 20,00 ; 0,07 ; 0,04 ; 0,59 ; 0,68 ; 0,56 ; 0,60 ; 0,38 ; 0,31 ; 0,53 
 Ramkumar Ramanathan ; Hard ; 132,00 ; 433,00 ; 154,00 ; 70,00 ; 84,00 ; 0,10 ; 0,05 ; 0,58 ; 0,73 ; 0,57 ; 0,61 ; 0,37 ; 0,27 ; 0,53 
 Stefano Travaglia ; Grass ; 133,00 ; 426,00 ; 4,00 ; 1,00 ; 3,00 ; 0,13 ; 0,03 ; 0,57 ; 0,73 ; 0,54 ; 0,57 ; 0,39 ; 0,28 ; 0,49 
 Stefano Travaglia ; Clay ; 133,00 ; 426,00 ; 80,00 ; 42,00 ; 38,00 ; 0,07 ; 0,04 ; 0,55 ; 0,70 ; 0,56 ; 0,62 ; 0,39 ; 0,33 ; 0,56 
 Stefano Travaglia ; Hard ; 133,00 ; 426,00 ; 58,00 ; 33,00 ; 25,00 ; 0,12 ; 0,04 ; 0,55 ; 0,78 ; 0,57 ; 0,66 ; 0,40 ; 0,27 ; 0,53 
 Sergiy Stakhovsky ; Grass ; 134,00 ; 424,00 ; 50,00 ; 31,00 ; 19,00 ; 0,12 ; 0,03 ; 0,63 ; 0,76 ; 0,58 ; 0,68 ; 0,41 ; 0,28 ; 0,56 
 Sergiy Stakhovsky ; Clay ; 134,00 ; 424,00 ; 47,00 ; 18,00 ; 29,00 ; 0,06 ; 0,03 ; 0,63 ; 0,70 ; 0,54 ; 0,62 ; 0,38 ; 0,31 ; 0,49 
 Sergiy Stakhovsky ; Hard ; 134,00 ; 424,00 ; 232,00 ; 126,00 ; 106,00 ; 0,10 ; 0,03 ; 0,61 ; 0,74 ; 0,55 ; 0,63 ; 0,38 ; 0,29 ; 0,53 
 Noah Rubin ; Grass ; 135,00 ; 424,00 ; 6,00 ; 4,00 ; 2,00 ; 0,05 ; 0,02 ; 0,63 ; 0,70 ; 0,57 ; 0,48 ; 0,46 ; 0,30 ; 0,61 
 Noah Rubin ; Clay ; 135,00 ; 424,00 ; 29,00 ; 16,00 ; 13,00 ; 0,04 ; 0,04 ; 0,61 ; 0,66 ; 0,56 ; 0,59 ; 0,41 ; 0,32 ; 0,55 
 Noah Rubin ; Hard ; 135,00 ; 424,00 ; 116,00 ; 62,00 ; 54,00 ; 0,05 ; 0,05 ; 0,59 ; 0,68 ; 0,59 ; 0,58 ; 0,43 ; 0,28 ; 0,60 
 Bjorn Fratangelo ; Grass ; 136,00 ; 421,00 ; 21,00 ; 11,00 ; 10,00 ; 0,07 ; 0,04 ; 0,62 ; 0,70 ; 0,61 ; 0,66 ; 0,46 ; 0,25 ; 0,62 
 Bjorn Fratangelo ; Clay ; 136,00 ; 421,00 ; 86,00 ; 54,00 ; 32,00 ; 0,04 ; 0,03 ; 0,61 ; 0,69 ; 0,57 ; 0,59 ; 0,39 ; 0,33 ; 0,57 
 Bjorn Fratangelo ; Hard ; 136,00 ; 421,00 ; 172,00 ; 95,00 ; 77,00 ; 0,06 ; 0,04 ; 0,60 ; 0,71 ; 0,57 ; 0,60 ; 0,41 ; 0,29 ; 0,57 
 Yuki Bhambri ; Grass ; 137,00 ; 420,00 ; 17,00 ; 8,00 ; 9,00 ; 0,03 ; 0,04 ; 0,67 ; 0,69 ; 0,56 ; 0,58 ; 0,45 ; 0,29 ; 0,59 
 Yuki Bhambri ; Hard ; 137,00 ; 420,00 ; 178,00 ; 119,00 ; 59,00 ; 0,04 ; 0,04 ; 0,65 ; 0,68 ; 0,59 ; 0,59 ; 0,44 ; 0,35 ; 0,60 
 Yuki Bhambri ; Carpet ; 137,00 ; 420,00 ; 4,00 ; 3,00 ; 1,00 ; 0,07 ; 0,03 ; 0,66 ; 0,73 ; 0,57 ; 0,53 ; 0,41 ; 0,33 ; 0,55 
 Yuki Bhambri ; Clay ; 137,00 ; 420,00 ; 8,00 ; 5,00 ; 3,00 ; 0,04 ; 0,03 ; 0,63 ; 0,64 ; 0,53 ; 0,65 ; 0,38 ; 0,31 ; 0,55 
 Gilles Muller ; Carpet ; 138,00 ; 413,00 ; 5,00 ; 5,00 ; -   ; 0,24 ; 0,03 ; 0,67 ; 0,87 ; 0,64 ; 0,80 ; 0,38 ; 0,24 ; 0,55 
 Gilles Muller ; Grass ; 138,00 ; 413,00 ; 56,00 ; 38,00 ; 18,00 ; 0,19 ; 0,04 ; 0,64 ; 0,82 ; 0,60 ; 0,74 ; 0,33 ; 0,22 ; 0,49 
 Gilles Muller ; Clay ; 138,00 ; 413,00 ; 22,00 ; 9,00 ; 13,00 ; 0,11 ; 0,05 ; 0,60 ; 0,73 ; 0,53 ; 0,57 ; 0,37 ; 0,26 ; 0,51 
 Gilles Muller ; Hard ; 138,00 ; 413,00 ; 181,00 ; 108,00 ; 73,00 ; 0,18 ; 0,05 ; 0,61 ; 0,81 ; 0,59 ; 0,70 ; 0,33 ; 0,26 ; 0,51 
 Carlos Berlocq ; Grass ; 139,00 ; 411,00 ; 7,00 ; 2,00 ; 5,00 ; 0,04 ; 0,04 ; 0,63 ; 0,66 ; 0,52 ; 0,64 ; 0,47 ; 0,23 ; 0,52 
 Carlos Berlocq ; Clay ; 139,00 ; 411,00 ; 222,00 ; 141,00 ; 81,00 ; 0,03 ; 0,03 ; 0,67 ; 0,66 ; 0,57 ; 0,59 ; 0,46 ; 0,36 ; 0,61 
 Carlos Berlocq ; Hard ; 139,00 ; 411,00 ; 32,00 ; 13,00 ; 19,00 ; 0,05 ; 0,04 ; 0,59 ; 0,66 ; 0,54 ; 0,56 ; 0,43 ; 0,30 ; 0,55 
 Dennis Novak ; Grass ; 140,00 ; 387,00 ; 3,00 ; 2,00 ; 1,00 ; 0,08 ; 0,02 ; 0,70 ; 0,69 ; 0,66 ; 0,74 ; 0,46 ; 0,26 ; 0,51 
 Dennis Novak ; Clay ; 140,00 ; 387,00 ; 77,00 ; 33,00 ; 44,00 ; 0,04 ; 0,05 ; 0,64 ; 0,66 ; 0,54 ; 0,54 ; 0,41 ; 0,33 ; 0,57 
 Dennis Novak ; Hard ; 140,00 ; 387,00 ; 62,00 ; 31,00 ; 31,00 ; 0,07 ; 0,06 ; 0,63 ; 0,70 ; 0,57 ; 0,61 ; 0,37 ; 0,27 ; 0,59 
 Simone Bolelli ; Grass ; 141,00 ; 384,00 ; 14,00 ; 7,00 ; 7,00 ; 0,07 ; 0,02 ; 0,68 ; 0,71 ; 0,59 ; 0,61 ; 0,34 ; 0,26 ; 0,48 
 Simone Bolelli ; Clay ; 141,00 ; 384,00 ; 102,00 ; 69,00 ; 33,00 ; 0,03 ; 0,02 ; 0,69 ; 0,69 ; 0,58 ; 0,65 ; 0,39 ; 0,33 ; 0,55 
 Simone Bolelli ; Hard ; 141,00 ; 384,00 ; 88,00 ; 46,00 ; 42,00 ; 0,06 ; 0,02 ; 0,67 ; 0,71 ; 0,57 ; 0,66 ; 0,40 ; 0,24 ; 0,54 
 Lukas Rosol ; Grass ; 142,00 ; 383,00 ; 15,00 ; 4,00 ; 11,00 ; 0,08 ; 0,05 ; 0,62 ; 0,74 ; 0,58 ; 0,63 ; 0,36 ; 0,22 ; 0,56 
 Lukas Rosol ; Clay ; 142,00 ; 383,00 ; 136,00 ; 83,00 ; 53,00 ; 0,07 ; 0,04 ; 0,60 ; 0,72 ; 0,56 ; 0,63 ; 0,41 ; 0,30 ; 0,56 
 Lukas Rosol ; Hard ; 142,00 ; 383,00 ; 146,00 ; 72,00 ; 74,00 ; 0,08 ; 0,04 ; 0,59 ; 0,73 ; 0,56 ; 0,64 ; 0,35 ; 0,26 ; 0,54 
 Jurgen Zopp ; Grass ; 143,00 ; 372,00 ; 7,00 ; 3,00 ; 4,00 ; 0,07 ; 0,03 ; 0,64 ; 0,72 ; 0,56 ; 0,35 ; 0,47 ; 0,21 ; 0,71 
 Jurgen Zopp ; Clay ; 143,00 ; 372,00 ; 100,00 ; 57,00 ; 43,00 ; 0,05 ; 0,03 ; 0,60 ; 0,70 ; 0,56 ; 0,60 ; 0,40 ; 0,32 ; 0,56 
 Jurgen Zopp ; Hard ; 143,00 ; 372,00 ; 107,00 ; 60,00 ; 47,00 ; 0,09 ; 0,04 ; 0,61 ; 0,73 ; 0,58 ; 0,58 ; 0,38 ; 0,28 ; 0,54 
 Corentin Moutet ; Grass ; 144,00 ; 372,00 ; 1,00 ; -   ; 1,00 ;  -    ; 0,06 ; 0,65 ; 0,66 ; 0,50 ; 0,43 ; 0,33 ; 0,25 ; 0,60 
 Corentin Moutet ; Clay ; 144,00 ; 372,00 ; 54,00 ; 30,00 ; 24,00 ; 0,02 ; 0,05 ; 0,69 ; 0,63 ; 0,55 ; 0,57 ; 0,45 ; 0,35 ; 0,63 
 Corentin Moutet ; Hard ; 144,00 ; 372,00 ; 63,00 ; 34,00 ; 29,00 ; 0,03 ; 0,05 ; 0,62 ; 0,65 ; 0,59 ; 0,55 ; 0,41 ; 0,33 ; 0,59 
 Yuichi Sugita ; Grass ; 145,00 ; 370,00 ; 38,00 ; 22,00 ; 16,00 ; 0,06 ; 0,03 ; 0,65 ; 0,72 ; 0,58 ; 0,60 ; 0,43 ; 0,29 ; 0,56 
 Yuichi Sugita ; Clay ; 145,00 ; 370,00 ; 23,00 ; 8,00 ; 15,00 ; 0,03 ; 0,03 ; 0,63 ; 0,63 ; 0,52 ; 0,57 ; 0,40 ; 0,30 ; 0,54 
 Yuichi Sugita ; Hard ; 145,00 ; 370,00 ; 205,00 ; 114,00 ; 91,00 ; 0,05 ; 0,03 ; 0,60 ; 0,69 ; 0,56 ; 0,60 ; 0,42 ; 0,30 ; 0,58 
 Yuichi Sugita ; Carpet ; 145,00 ; 370,00 ; 8,00 ; 6,00 ; 2,00 ; 0,08 ; 0,04 ; 0,59 ; 0,73 ; 0,54 ; 0,71 ; 0,52 ; 0,31 ; 0,62 
 Thanasi Kokkinakis ; Hard ; 146,00 ; 367,00 ; 107,00 ; 65,00 ; 42,00 ; 0,12 ; 0,05 ; 0,58 ; 0,77 ; 0,57 ; 0,62 ; 0,43 ; 0,28 ; 0,57 
 Thanasi Kokkinakis ; Grass ; 146,00 ; 367,00 ; 11,00 ; 4,00 ; 7,00 ; 0,13 ; 0,04 ; 0,60 ; 0,76 ; 0,51 ; 0,67 ; 0,44 ; 0,23 ; 0,51 
 Thanasi Kokkinakis ; Clay ; 146,00 ; 367,00 ; 30,00 ; 19,00 ; 11,00 ; 0,08 ; 0,04 ; 0,60 ; 0,75 ; 0,57 ; 0,71 ; 0,39 ; 0,28 ; 0,59 
 Alexei Popyrin ; Clay ; 147,00 ; 367,00 ; 29,00 ; 16,00 ; 13,00 ; 0,05 ; 0,05 ; 0,57 ; 0,70 ; 0,54 ; 0,56 ; 0,45 ; 0,33 ; 0,61 
 Alexei Popyrin ; Hard ; 147,00 ; 367,00 ; 56,00 ; 33,00 ; 23,00 ; 0,09 ; 0,05 ; 0,58 ; 0,74 ; 0,55 ; 0,63 ; 0,44 ; 0,26 ; 0,55 
 Tatsuma Ito ; Hard ; 148,00 ; 360,00 ; 248,00 ; 139,00 ; 109,00 ; 0,06 ; 0,04 ; 0,62 ; 0,70 ; 0,56 ; 0,59 ; 0,40 ; 0,31 ; 0,57 
 Tatsuma Ito ; Clay ; 148,00 ; 360,00 ; 4,00 ; -   ; 4,00 ; 0,04 ; 0,03 ; 0,58 ; 0,69 ; 0,43 ; 0,39 ; 0,34 ; 0,31 ; 0,50 
 Tatsuma Ito ; Grass ; 148,00 ; 360,00 ; 25,00 ; 13,00 ; 12,00 ; 0,07 ; 0,03 ; 0,66 ; 0,74 ; 0,62 ; 0,60 ; 0,39 ; 0,26 ; 0,53 
 Tatsuma Ito ; Carpet ; 148,00 ; 360,00 ; 15,00 ; 11,00 ; 4,00 ; 0,11 ; 0,03 ; 0,63 ; 0,79 ; 0,60 ; 0,59 ; 0,44 ; 0,31 ; 0,62 
 Antoine Hoang ; Clay ; 149,00 ; 359,00 ; 27,00 ; 15,00 ; 12,00 ; 0,04 ; 0,05 ; 0,66 ; 0,66 ; 0,53 ; 0,56 ; 0,46 ; 0,36 ; 0,58 
 Antoine Hoang ; Hard ; 149,00 ; 359,00 ; 48,00 ; 29,00 ; 19,00 ; 0,05 ; 0,04 ; 0,68 ; 0,70 ; 0,60 ; 0,57 ; 0,40 ; 0,30 ; 0,58 
 Mats Moraing ; Grass ; 150,00 ; 359,00 ; 6,00 ; 1,00 ; 5,00 ; 0,20 ; 0,10 ; 0,57 ; 0,80 ; 0,48 ; 0,61 ; 0,26 ; 0,21 ; 0,57 
 Mats Moraing ; Clay ; 150,00 ; 359,00 ; 30,00 ; 11,00 ; 19,00 ; 0,11 ; 0,08 ; 0,55 ; 0,75 ; 0,55 ; 0,57 ; 0,35 ; 0,29 ; 0,55 
 Mats Moraing ; Hard ; 150,00 ; 359,00 ; 79,00 ; 45,00 ; 34,00 ; 0,18 ; 0,07 ; 0,58 ; 0,80 ; 0,61 ; 0,66 ; 0,41 ; 0,28 ; 0,57 
 Constant Lestienne ; Clay ; 151,00 ; 357,00 ; 80,00 ; 38,00 ; 42,00 ; 0,04 ; 0,07 ; 0,58 ; 0,66 ; 0,54 ; 0,54 ; 0,48 ; 0,36 ; 0,57 
 Constant Lestienne ; Hard ; 151,00 ; 357,00 ; 88,00 ; 54,00 ; 34,00 ; 0,06 ; 0,04 ; 0,59 ; 0,71 ; 0,57 ; 0,63 ; 0,42 ; 0,33 ; 0,57 
 Yannick Hanfmann ; Clay ; 152,00 ; 355,00 ; 74,00 ; 49,00 ; 25,00 ; 0,07 ; 0,04 ; 0,62 ; 0,73 ; 0,58 ; 0,64 ; 0,42 ; 0,33 ; 0,56 
 Yannick Hanfmann ; Hard ; 152,00 ; 355,00 ; 60,00 ; 30,00 ; 30,00 ; 0,09 ; 0,04 ; 0,62 ; 0,71 ; 0,60 ; 0,62 ; 0,34 ; 0,29 ; 0,55 
 Yannick Hanfmann ; Carpet ; 152,00 ; 355,00 ; 1,00 ; -   ; 1,00 ;  -    ; 0,07 ; 0,54 ; 0,59 ; 0,50 ; 0,20 ;  -    ; 0,04 ; 0,88 
 Yannick Hanfmann ; Grass ; 152,00 ; 355,00 ; 5,00 ; 3,00 ; 2,00 ; 0,08 ; 0,02 ; 0,69 ; 0,66 ; 0,48 ; 0,64 ; 0,29 ; 0,34 ; 0,54 
 Facundo Bagnis ; Grass ; 153,00 ; 353,00 ; 3,00 ; -   ; 3,00 ; 0,05 ; 0,04 ; 0,63 ; 0,67 ; 0,53 ; 0,66 ; 0,25 ; 0,28 ; 0,47 
 Facundo Bagnis ; Clay ; 153,00 ; 353,00 ; 288,00 ; 181,00 ; 107,00 ; 0,06 ; 0,05 ; 0,60 ; 0,71 ; 0,59 ; 0,63 ; 0,42 ; 0,33 ; 0,58 
 Facundo Bagnis ; Hard ; 153,00 ; 353,00 ; 20,00 ; 7,00 ; 13,00 ; 0,07 ; 0,05 ; 0,61 ; 0,69 ; 0,57 ; 0,59 ; 0,39 ; 0,25 ; 0,58 
 Alex Bolt ; Grass ; 154,00 ; 352,00 ; 29,00 ; 17,00 ; 12,00 ; 0,10 ; 0,04 ; 0,63 ; 0,76 ; 0,59 ; 0,67 ; 0,42 ; 0,28 ; 0,52 
 Alex Bolt ; Clay ; 154,00 ; 352,00 ; 20,00 ; 10,00 ; 10,00 ; 0,08 ; 0,04 ; 0,63 ; 0,72 ; 0,56 ; 0,69 ; 0,36 ; 0,27 ; 0,56 
 Alex Bolt ; Hard ; 154,00 ; 352,00 ; 135,00 ; 79,00 ; 56,00 ; 0,10 ; 0,04 ; 0,61 ; 0,73 ; 0,58 ; 0,65 ; 0,39 ; 0,30 ; 0,55 
 Gianluigi Quinzi ; Grass ; 155,00 ; 343,00 ; 1,00 ; -   ; 1,00 ; 0,06 ; 0,02 ; 0,71 ; 0,62 ; 0,46 ; 0,25 ;  -    ; 0,20 ; 0,38 
 Gianluigi Quinzi ; Clay ; 155,00 ; 343,00 ; 120,00 ; 64,00 ; 56,00 ; 0,04 ; 0,03 ; 0,60 ; 0,67 ; 0,56 ; 0,57 ; 0,44 ; 0,35 ; 0,59 
 Gianluigi Quinzi ; Hard ; 155,00 ; 343,00 ; 36,00 ; 15,00 ; 21,00 ; 0,05 ; 0,04 ; 0,60 ; 0,69 ; 0,53 ; 0,64 ; 0,35 ; 0,29 ; 0,57 
 Pedro Martinez ; Clay ; 156,00 ; 336,00 ; 65,00 ; 38,00 ; 27,00 ; 0,02 ; 0,06 ; 0,64 ; 0,65 ; 0,57 ; 0,57 ; 0,47 ; 0,36 ; 0,60 
 Pedro Martinez ; Hard ; 156,00 ; 336,00 ; 34,00 ; 16,00 ; 18,00 ; 0,04 ; 0,07 ; 0,60 ; 0,67 ; 0,54 ; 0,55 ; 0,41 ; 0,30 ; 0,57 
