 PLAYER ; SURFACE ; Rank ; Points ; Games_Played ; W ; L ;   Ace_Pct   ;   Df_Pct   ;   1st_Serve_Pct   ;   1st_Serve_Won_Pct   ;   2nd_Serve_Won_Pct   ;   Break_Pt_Saved_Pct   ;   Break_Pt_Won_Pct   ;   1st_Serve_Return_Won_Pct   ;   2nd_Serve_Return_Won_Pct   
 Ivan Yatsuk ; Clay ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,08 ; 0,01 ; 0,49 ; 0,62 ; 0,32 ; 0,64 ; 0,20 ; 0,30 ; 0,45 
 Bruno Britez ; Hard ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,01 ; 0,07 ; 0,62 ; 0,68 ; 0,59 ; 0,46 ; 0,67 ; 0,22 ; 0,55 
 Bruno Britez ; Clay ; - ; -   ; 5,00 ; 1,00 ; 4,00 ; 0,05 ; 0,05 ; 0,62 ; 0,66 ; 0,52 ; 0,67 ; 0,28 ; 0,25 ; 0,55 
 Li Wie Tan ; Clay ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,03 ; 0,09 ; 0,51 ; 0,60 ; 0,58 ; 0,50 ;  -    ; 0,10 ; 0,30 
 Stefan Vujic ; Hard ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,05 ; 0,05 ; 0,65 ; 0,51 ; 0,35 ; 0,50 ;  -    ; 0,21 ; 0,90 
 Vicente Lagos ; Clay ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,02 ; 0,10 ; 0,73 ; 0,43 ; 0,56 ; 0,40 ; 1,00 ; 0,11 ; 0,33 
 Efe Yurtacan ; Hard ; - ; -   ; 1,00 ; -   ; 1,00 ;  -    ; 0,07 ; 0,57 ; 0,61 ; 0,54 ; 0,46 ; 0,50 ; 0,28 ; 0,46 
 Li Wie Tan ; Hard ; - ; -   ; 2,00 ; -   ; 2,00 ; 0,05 ; 0,06 ; 0,55 ; 0,65 ; 0,61 ; 0,61 ; 0,30 ; 0,26 ; 0,49 
 Efe Yurtacan ; Clay ; - ; -   ; 3,00 ; 1,00 ; 2,00 ; 0,02 ; 0,05 ; 0,73 ; 0,62 ; 0,43 ; 0,52 ; 0,36 ; 0,28 ; 0,58 
 Wei De Lin ; Hard ; - ; -   ; 8,00 ; 2,00 ; 6,00 ; 0,04 ; 0,06 ; 0,60 ; 0,66 ; 0,53 ; 0,53 ; 0,49 ; 0,26 ; 0,55 
 Vlad Andrei Dumitru ; Clay ; - ; -   ; 4,00 ; 2,00 ; 2,00 ; 0,04 ; 0,06 ; 0,53 ; 0,67 ; 0,54 ; 0,67 ; 0,40 ; 0,32 ; 0,61 
 Leonard Von Hindte ; Clay ; - ; -   ; 2,00 ; -   ; 2,00 ; 0,01 ; 0,02 ; 0,55 ; 0,52 ; 0,46 ; 0,57 ; 0,43 ; 0,29 ; 0,28 
 Igor Saveljic ; Hard ; - ; -   ; 2,00 ; -   ; 2,00 ; 0,05 ; 0,07 ; 0,57 ; 0,68 ; 0,46 ; 0,61 ; 0,39 ; 0,33 ; 0,58 
 Samuele Ramazzotti ; Clay ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,02 ; 0,04 ; 0,56 ; 0,79 ; 0,40 ; 0,40 ;  -    ; 0,23 ; 0,44 
 Samuele Ramazzotti ; Hard ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,03 ; 0,10 ; 0,52 ; 0,70 ; 0,46 ; 0,70 ;  -    ; 0,23 ; 0,40 
 Juraj Simcak ; Clay ; - ; -   ; 1,00 ; -   ; 1,00 ;  -    ; 0,04 ; 0,69 ; 0,49 ; 0,54 ; 0,50 ; 0,71 ; 0,38 ; 0,54 
 Petr Nouza ; Hard ; - ; -   ; 2,00 ; -   ; 2,00 ; 0,10 ; 0,04 ; 0,66 ; 0,74 ; 0,42 ; 0,55 ; 0,35 ; 0,31 ; 0,49 
 Petr Nouza ; Clay ; - ; -   ; 7,00 ; 3,00 ; 4,00 ; 0,06 ; 0,06 ; 0,62 ; 0,71 ; 0,65 ; 0,60 ; 0,52 ; 0,25 ; 0,54 
 Stefan Fiacan ; Clay ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,08 ; 0,02 ; 0,55 ; 0,67 ; 0,29 ; 0,33 ;  -    ; 0,19 ; 0,39 
 Chengze Lu ; Clay ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,09 ; 0,14 ; 0,53 ; 0,65 ; 0,42 ; 0,50 ;  -    ; 0,24 ; 0,13 
 Juan Manuel Benitez Chavarriaga ; Hard ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,03 ; 0,05 ; 0,59 ; 0,68 ; 0,70 ; 0,60 ;  -    ; 0,10 ; 0,47 
 Chengze Lu ; Hard ; - ; -   ; 3,00 ; 1,00 ; 2,00 ; 0,04 ; 0,04 ; 0,58 ; 0,63 ; 0,37 ; 0,41 ; 0,25 ; 0,33 ; 0,53 
 Juan Manuel Benitez Chavarriaga ; Clay ; - ; -   ; 5,00 ; 3,00 ; 2,00 ; 0,03 ; 0,05 ; 0,65 ; 0,63 ; 0,52 ; 0,64 ; 0,43 ; 0,35 ; 0,66 
 Aaron Addison ; Hard ; - ; -   ; 7,00 ; 2,00 ; 5,00 ; 0,08 ; 0,06 ; 0,51 ; 0,69 ; 0,54 ; 0,58 ; 0,28 ; 0,24 ; 0,55 
 Linh Giang Trinh ; Hard ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,03 ; 0,08 ; 0,54 ; 0,50 ; 0,54 ; 0,30 ; 0,38 ; 0,26 ; 0,50 
 Clement Larriere ; Hard ; - ; -   ; 2,00 ; -   ; 2,00 ; 0,01 ; 0,03 ; 0,45 ; 0,65 ; 0,52 ; 0,68 ; 0,33 ; 0,21 ; 0,45 
 Alexander Donski ; Hard ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,13 ; 0,07 ; 0,54 ; 0,79 ; 0,29 ; 0,57 ;  -    ; 0,21 ; 0,30 
 Luca Prevosto ; Clay ; - ; -   ; 2,00 ; -   ; 2,00 ; 0,02 ; 0,01 ; 0,62 ; 0,58 ; 0,37 ; 0,50 ; 0,38 ; 0,29 ; 0,42 
 Santiago Besada ; Clay ; - ; -   ; 2,00 ; 1,00 ; 1,00 ;  -    ; 0,09 ; 0,62 ; 0,58 ; 0,68 ; 0,25 ; 0,27 ; 0,44 ; 0,48 
 Simon Baudry ; Hard ; - ; -   ; 2,00 ; -   ; 2,00 ; 0,02 ; 0,03 ; 0,63 ; 0,59 ; 0,51 ; 0,38 ; 0,67 ; 0,18 ; 0,53 
 Federico Maccari ; Clay ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,02 ;  -    ; 0,60 ; 0,46 ; 0,44 ; 0,25 ; 0,40 ; 0,34 ; 0,54 
 Federico Maccari ; Hard ; - ; -   ; 2,00 ; -   ; 2,00 ; 0,13 ; 0,07 ; 0,58 ; 0,76 ; 0,29 ; 0,73 ; 0,20 ; 0,14 ; 0,44 
 Eric Vehovec ; Hard ; - ; -   ; 1,00 ; -   ; 1,00 ;  -    ; 0,10 ; 0,23 ; 0,57 ; 0,20 ; 0,29 ;  -    ; 0,05 ; 0,30 
 Francesco Bessire ; Clay ; - ; -   ; 3,00 ; -   ; 3,00 ; 0,01 ; 0,06 ; 0,61 ; 0,53 ; 0,37 ; 0,32 ; 0,38 ; 0,25 ; 0,54 
 Filipp Kekercheni ; Clay ; - ; -   ; 8,00 ; 4,00 ; 4,00 ; 0,04 ; 0,06 ; 0,55 ; 0,69 ; 0,49 ; 0,63 ; 0,48 ; 0,30 ; 0,70 
 Aliaksandr Prudnikau ; Clay ; - ; -   ; 1,00 ; -   ; 1,00 ;  -    ; 0,11 ; 0,70 ; 0,44 ; 0,33 ; 0,14 ; 0,33 ; 0,19 ; 0,47 
 Yann Wojcik ; Hard ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,11 ; 0,02 ; 0,65 ; 0,78 ; 0,39 ; 0,83 ;  -    ; 0,10 ; 0,36 
 Jakub Hadrava ; Hard ; - ; -   ; 2,00 ; -   ; 2,00 ; 0,01 ; 0,13 ; 0,65 ; 0,64 ; 0,38 ; 0,61 ; 0,62 ; 0,34 ; 0,58 
 Yann Wojcik ; Clay ; - ; -   ; 3,00 ; 1,00 ; 2,00 ; 0,02 ; 0,07 ; 0,60 ; 0,61 ; 0,47 ; 0,50 ; 0,67 ; 0,36 ; 0,65 
 Motvey Radionov ; Hard ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,04 ; 0,08 ; 0,58 ; 0,60 ; 0,39 ; 0,29 ; 0,20 ; 0,31 ; 0,47 
 Pavel Tsoy ; Clay ; - ; -   ; 4,00 ; -   ; 4,00 ; 0,02 ; 0,07 ; 0,70 ; 0,47 ; 0,58 ; 0,30 ; 0,38 ; 0,22 ; 0,50 
 Pavel Tsoy ; Hard ; - ; -   ; 10,00 ; 1,00 ; 9,00 ; 0,02 ; 0,09 ; 0,64 ; 0,60 ; 0,51 ; 0,37 ; 0,36 ; 0,29 ; 0,50 
 Fernando Yamacita ; Hard ; - ; -   ; 1,00 ; -   ; 1,00 ;  -    ; 0,08 ; 0,58 ; 0,36 ; 0,08 ; 0,13 ; 0,33 ; 0,31 ; 0,80 
 Fernando Yamacita ; Clay ; - ; -   ; 6,00 ; 2,00 ; 4,00 ; 0,03 ; 0,03 ; 0,57 ; 0,64 ; 0,49 ; 0,41 ; 0,54 ; 0,25 ; 0,60 
 David Szintai ; Hard ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,03 ;  -    ; 0,47 ; 0,65 ; 0,37 ; 0,60 ; 0,25 ; 0,34 ; 0,38 
 Raphael Baltensperger ; Clay ; - ; -   ; 3,00 ; 1,00 ; 2,00 ; 0,02 ; 0,07 ; 0,46 ; 0,60 ; 0,54 ; 0,58 ; 0,43 ; 0,28 ; 0,55 
 Raphael Baltensperger ; Hard ; - ; -   ; 3,00 ; 1,00 ; 2,00 ; 0,05 ; 0,10 ; 0,54 ; 0,73 ; 0,57 ; 0,47 ; 0,41 ; 0,27 ; 0,58 
 Bogdan Bobrov ; Clay ; - ; -   ; 2,00 ; 1,00 ; 1,00 ; 0,01 ; 0,03 ; 0,59 ; 0,63 ; 0,53 ; 0,76 ; 0,36 ; 0,27 ; 0,69 
 Bogdan Bobrov ; Hard ; - ; -   ; 3,00 ; 2,00 ; 1,00 ; 0,04 ; 0,03 ; 0,61 ; 0,69 ; 0,65 ; 0,56 ; 0,44 ; 0,26 ; 0,73 
 Nitin Kumar Sinha ; Hard ; - ; -   ; 5,00 ; 1,00 ; 4,00 ; 0,06 ; 0,04 ; 0,54 ; 0,64 ; 0,69 ; 0,55 ; 0,31 ; 0,17 ; 0,57 
 Andres Alvarez Cerdan ; Hard ; - ; -   ; 3,00 ; -   ; 3,00 ; 0,07 ; 0,09 ; 0,47 ; 0,63 ; 0,53 ; 0,50 ; 0,11 ; 0,20 ; 0,54 
 Timur Kiyamov ; Hard ; - ; -   ; 2,00 ; -   ; 2,00 ; 0,02 ; 0,08 ; 0,56 ; 0,46 ; 0,55 ; 0,50 ; 0,50 ; 0,20 ; 0,47 
 Jose Fco Vidal Azorin ; Hard ; - ; -   ; 10,00 ; 5,00 ; 5,00 ; 0,03 ; 0,04 ; 0,69 ; 0,64 ; 0,53 ; 0,60 ; 0,46 ; 0,30 ; 0,61 
 Jorman Gustavo Reyes Plua ; Hard ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,02 ; 0,02 ; 0,73 ; 0,55 ; 0,39 ; 0,20 ; 0,17 ; 0,27 ; 0,85 
 Louis Tessa ; Hard ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,02 ;  -    ; 0,80 ; 0,54 ; 0,53 ; 0,57 ; 0,50 ; 0,44 ; 0,63 
 Robbie Mudge ; Hard ; - ; -   ; 2,00 ; -   ; 2,00 ; 0,01 ; 0,08 ; 0,59 ; 0,49 ; 0,48 ; 0,44 ; 0,40 ; 0,14 ; 0,61 
 Nattan Benjasupawan ; Hard ; - ; -   ; 4,00 ; -   ; 4,00 ; 0,01 ; 0,09 ; 0,59 ; 0,50 ; 0,40 ; 0,37 ; 0,20 ; 0,18 ; 0,44 
 Antoine Leduc ; Hard ; - ; -   ; 7,00 ; 1,00 ; 6,00 ; 0,02 ; 0,14 ; 0,58 ; 0,55 ; 0,47 ; 0,51 ; 0,47 ; 0,24 ; 0,48 
 Louis Tessa ; Clay ; - ; -   ; 8,00 ; 2,00 ; 6,00 ; 0,00 ; 0,02 ; 0,71 ; 0,61 ; 0,45 ; 0,50 ; 0,46 ; 0,26 ; 0,58 
 Logan Smith ; Hard ; - ; -   ; 10,00 ; 5,00 ; 5,00 ; 0,05 ; 0,06 ; 0,56 ; 0,69 ; 0,51 ; 0,61 ; 0,43 ; 0,29 ; 0,54 
 Pierre Faivre ; Hard ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,05 ; 0,09 ; 0,50 ; 0,77 ; 0,38 ; 0,60 ; 0,33 ; 0,23 ; 0,57 
 Pierre Faivre ; Clay ; - ; -   ; 3,00 ; 1,00 ; 2,00 ; 0,05 ; 0,09 ; 0,56 ; 0,65 ; 0,58 ; 0,52 ; 0,58 ; 0,42 ; 0,50 
 Mubarak Shannan Zayid ; Hard ; - ; -   ; 3,00 ; -   ; 3,00 ; 0,04 ; 0,04 ; 0,53 ; 0,57 ; 0,40 ; 0,61 ; 0,60 ; 0,20 ; 0,37 
 Aleksei Khomich ; Clay ; - ; -   ; 1,00 ; -   ; 1,00 ;  -    ; 0,08 ; 0,53 ; 0,32 ; 0,29 ; 0,33 ;  -    ; 0,19 ; 0,50 
 Saidalo Saidkarimov ; Hard ; - ; -   ; 5,00 ; 1,00 ; 4,00 ; 0,03 ; 0,08 ; 0,60 ; 0,67 ; 0,49 ; 0,54 ; 0,33 ; 0,29 ; 0,42 
 Saidalo Saidkarimov ; Clay ; - ; -   ; 2,00 ; 1,00 ; 1,00 ; 0,01 ; 0,05 ; 0,58 ; 0,68 ; 0,48 ; 0,59 ; 0,71 ; 0,22 ; 0,75 
 Robert Willekes Macdonald ; Hard ; - ; -   ; 1,00 ; -   ; 1,00 ;  -    ; 0,04 ; 0,45 ; 0,39 ; 0,42 ; 0,14 ; 0,33 ; 0,41 ; 0,27 
 Robert Willekes Macdonald ; Clay ; - ; -   ; 2,00 ; 1,00 ; 1,00 ; 0,07 ; 0,13 ; 0,44 ; 0,76 ; 0,52 ; 0,41 ; 0,69 ; 0,31 ; 0,85 
 Tudor Sulea ; Clay ; - ; -   ; 2,00 ; -   ; 2,00 ; 0,02 ; 0,09 ; 0,57 ; 0,52 ; 0,57 ; 0,56 ; 0,44 ; 0,38 ; 0,60 
 Mauricio Resendiz Dominguez ; Clay ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,05 ; 0,06 ; 0,60 ; 0,62 ; 0,64 ; 0,50 ; 0,17 ; 0,24 ; 0,65 
 Martin Beran ; Hard ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,08 ; 0,06 ; 0,62 ; 0,74 ; 0,71 ; 0,67 ; 0,20 ; 0,27 ; 0,41 
 Mauricio Resendiz Dominguez ; Hard ; - ; -   ; 3,00 ; -   ; 3,00 ; 0,02 ; 0,10 ; 0,59 ; 0,64 ; 0,57 ; 0,53 ; 0,17 ; 0,16 ; 0,54 
 Hugo Voljacques ; Hard ; - ; -   ; 3,00 ; 2,00 ; 1,00 ; 0,05 ; 0,05 ; 0,54 ; 0,72 ; 0,51 ; 0,61 ; 0,40 ; 0,27 ; 0,61 
 Gustavo De Oliveira Cruz Cruz ; Hard ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,03 ; 0,05 ; 0,53 ; 0,70 ; 0,42 ; 0,50 ;  -    ; 0,20 ; 0,47 
 Gustavo De Oliveira Cruz Cruz ; Clay ; - ; -   ; 4,00 ; 1,00 ; 3,00 ; 0,07 ; 0,09 ; 0,51 ; 0,65 ; 0,52 ; 0,53 ; 0,31 ; 0,25 ; 0,63 
 Osni Junior ; Hard ; - ; -   ; 1,00 ; -   ; 1,00 ;  -    ; 0,08 ; 0,60 ; 0,46 ; 0,42 ; 0,55 ;  -    ; 0,29 ; 0,36 
 Osni Junior ; Clay ; - ; -   ; 4,00 ; -   ; 4,00 ; 0,04 ; 0,08 ; 0,57 ; 0,59 ; 0,46 ; 0,44 ; 0,38 ; 0,27 ; 0,59 
 Jayesh Pungliya ; Hard ; - ; -   ; 8,00 ; 2,00 ; 6,00 ; 0,03 ; 0,04 ; 0,69 ; 0,60 ; 0,48 ; 0,51 ; 0,39 ; 0,26 ; 0,56 
 Francisco Adolfo Blanco Paris ; Hard ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,05 ; 0,05 ; 0,62 ; 0,49 ; 0,40 ; 0,44 ;  -    ; 0,08 ; 0,43 
 Andres Gabriel Ciurletti ; Clay ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,05 ; 0,06 ; 0,60 ; 0,63 ; 0,57 ; 0,40 ; 1,00 ; 0,24 ; 0,32 
 Andres Gabriel Ciurletti ; Hard ; - ; -   ; 2,00 ; -   ; 2,00 ; 0,13 ; 0,04 ; 0,57 ; 0,73 ; 0,55 ; 0,46 ; 0,67 ; 0,18 ; 0,56 
 Sagadat Ayap ; Hard ; - ; -   ; 9,00 ; -   ; 9,00 ; 0,01 ; 0,06 ; 0,61 ; 0,58 ; 0,50 ; 0,47 ; 0,48 ; 0,22 ; 0,47 
 Sagadat Ayap ; Clay ; - ; -   ; 4,00 ; -   ; 4,00 ; 0,04 ; 0,07 ; 0,59 ; 0,51 ; 0,43 ; 0,42 ; 0,43 ; 0,26 ; 0,47 
 Jonathan Gray ; Hard ; - ; -   ; 2,00 ; -   ; 2,00 ; 0,06 ; 0,04 ; 0,63 ; 0,65 ; 0,44 ; 0,55 ; 0,50 ; 0,28 ; 0,51 
 Daniel Mora ; Clay ; - ; -   ; 9,00 ; 1,00 ; 8,00 ; 0,02 ; 0,09 ; 0,60 ; 0,54 ; 0,53 ; 0,35 ; 0,53 ; 0,33 ; 0,70 
 Jonathan Gray ; Grass ; - ; -   ; 5,00 ; 1,00 ; 4,00 ; 0,03 ; 0,01 ; 0,73 ; 0,64 ; 0,48 ; 0,58 ; 0,31 ; 0,24 ; 0,39 
 Dominik Boehler ; Clay ; - ; -   ; 3,00 ; 1,00 ; 2,00 ; 0,06 ; 0,03 ; 0,56 ; 0,71 ; 0,52 ; 0,46 ; 0,41 ; 0,35 ; 0,57 
 Daniel Mora ; Hard ; - ; -   ; 3,00 ; 1,00 ; 2,00 ;  -    ; 0,07 ; 0,66 ; 0,50 ; 0,50 ; 0,47 ; 0,52 ; 0,45 ; 0,42 
 Jose Fernando Carvajal Torres ; Hard ; - ; -   ; 2,00 ; 1,00 ; 1,00 ; 0,07 ; 0,08 ; 0,54 ; 0,73 ; 0,62 ; 0,77 ; 0,50 ; 0,26 ; 0,55 
 Jose Fernando Carvajal Torres ; Clay ; - ; -   ; 10,00 ; 2,00 ; 8,00 ; 0,03 ; 0,10 ; 0,53 ; 0,57 ; 0,51 ; 0,45 ; 0,45 ; 0,23 ; 0,48 
 Neven Krivokuca ; Grass ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,04 ; 0,07 ; 0,58 ; 0,63 ; 0,53 ; 0,62 ; 0,33 ; 0,26 ; 0,70 
 Shahbaaz Khan ; Hard ; - ; -   ; 4,00 ; 1,00 ; 3,00 ; 0,04 ; 0,11 ; 0,55 ; 0,62 ; 0,49 ; 0,56 ; 0,24 ; 0,22 ; 0,54 
 Lawrence Bataljin ; Hard ; - ; -   ; 11,00 ; 3,00 ; 8,00 ; 0,02 ; 0,03 ; 0,74 ; 0,54 ; 0,50 ; 0,43 ; 0,43 ; 0,32 ; 0,64 
 Alexander Merino ; Hard ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,01 ; 0,08 ; 0,59 ; 0,66 ; 0,48 ; 0,55 ; 0,57 ; 0,32 ; 0,61 
 Alexander Merino ; Clay ; - ; -   ; 4,00 ; 1,00 ; 3,00 ; 0,03 ; 0,07 ; 0,59 ; 0,59 ; 0,45 ; 0,56 ; 0,61 ; 0,36 ; 0,61 
 Petar Conkic ; Clay ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,01 ; 0,01 ; 0,56 ; 0,68 ; 0,51 ; 0,25 ; 0,42 ; 0,34 ; 0,49 
 Kevin Kylar ; Clay ; - ; -   ; 1,00 ; -   ; 1,00 ;  -    ; 0,05 ; 0,67 ; 0,32 ; 0,42 ; 0,14 ; 1,00 ; 0,30 ; 0,44 
 Kevin Kylar ; Hard ; - ; -   ; 4,00 ; -   ; 4,00 ; 0,04 ; 0,10 ; 0,58 ; 0,48 ; 0,44 ; 0,19 ; 0,31 ; 0,22 ; 0,59 
 Edan Bakshi ; Hard ; - ; -   ; 1,00 ; -   ; 1,00 ;  -    ; 0,04 ; 0,60 ; 0,54 ; 0,57 ; 0,67 ; 0,25 ; 0,34 ; 0,47 
 Hady Habib ; Hard ; - ; -   ; 7,00 ; 5,00 ; 2,00 ; 0,12 ; 0,05 ; 0,63 ; 0,77 ; 0,63 ; 0,74 ; 0,33 ; 0,25 ; 0,52 
 Alexander Cozbinov ; Hard ; - ; -   ; 3,00 ; -   ; 3,00 ; 0,03 ; 0,13 ; 0,56 ; 0,71 ; 0,52 ; 0,52 ; 0,29 ; 0,28 ; 0,46 
 David Pichler ; Hard ; - ; -   ; 5,00 ; 3,00 ; 2,00 ; 0,12 ; 0,05 ; 0,52 ; 0,80 ; 0,54 ; 0,44 ; 0,50 ; 0,32 ; 0,69 
 David Pichler ; Clay ; - ; -   ; 19,00 ; 10,00 ; 9,00 ; 0,05 ; 0,03 ; 0,55 ; 0,70 ; 0,54 ; 0,49 ; 0,53 ; 0,31 ; 0,61 
 Gonzalo Achondo ; Clay ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,04 ; 0,09 ; 0,65 ; 0,37 ; 0,67 ; 0,38 ;  -    ; 0,13 ; 0,42 
 Daniel Guccione ; Hard ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,04 ; 0,02 ; 0,76 ; 0,60 ; 0,25 ; 0,43 ;  -    ; 0,28 ; 0,33 
 Sander Arends ; Clay ; - ; -   ; 4,00 ; 1,00 ; 3,00 ; 0,03 ; 0,06 ; 0,47 ; 0,60 ; 0,48 ; 0,61 ; 0,28 ; 0,30 ; 0,64 
 Sander Arends ; Hard ; - ; -   ; 4,00 ; 1,00 ; 3,00 ; 0,07 ; 0,09 ; 0,50 ; 0,76 ; 0,47 ; 0,65 ; 0,29 ; 0,31 ; 0,46 
 Tadas Babelis ; Clay ; - ; -   ; 2,00 ; -   ; 2,00 ; 0,04 ; 0,05 ; 0,57 ; 0,56 ; 0,49 ; 0,36 ;  -    ; 0,18 ; 0,33 
 Tadas Babelis ; Hard ; - ; -   ; 3,00 ; -   ; 3,00 ; 0,04 ; 0,05 ; 0,61 ; 0,62 ; 0,57 ; 0,59 ; 0,20 ; 0,22 ; 0,39 
 Siddharth Vishwakarma ; Hard ; - ; -   ; 5,00 ; 2,00 ; 3,00 ; 0,08 ; 0,06 ; 0,50 ; 0,70 ; 0,56 ; 0,62 ; 0,36 ; 0,30 ; 0,52 
 Rhett Purcell ; Grass ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,06 ; 0,04 ; 0,50 ; 0,63 ; 0,36 ; 0,60 ;  -    ; 0,17 ; 0,25 
 Konrad Zieba ; Hard ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,05 ; 0,09 ; 0,47 ; 0,63 ; 0,28 ; 0,25 ; 0,60 ; 0,20 ; 1,00 
 Rhett Purcell ; Hard ; - ; -   ; 4,00 ; 1,00 ; 3,00 ; 0,05 ; 0,10 ; 0,51 ; 0,63 ; 0,55 ; 0,58 ; 0,29 ; 0,23 ; 0,56 
 Bruno Mardones ; Hard ; - ; -   ; 3,00 ; -   ; 3,00 ; 0,01 ; 0,07 ; 0,57 ; 0,50 ; 0,43 ; 0,45 ; 0,42 ; 0,24 ; 0,73 
 Haadin Bava ; Hard ; - ; -   ; 3,00 ; 1,00 ; 2,00 ; 0,03 ; 0,04 ; 0,53 ; 0,64 ; 0,62 ; 0,50 ; 0,50 ; 0,26 ; 0,61 
 Dalwinder Singh ; Hard ; - ; -   ; 5,00 ; 1,00 ; 4,00 ; 0,06 ; 0,05 ; 0,43 ; 0,69 ; 0,54 ; 0,46 ; 0,46 ; 0,28 ; 0,50 
 Vlad Victor Cornea ; Hard ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,04 ; 0,07 ; 0,62 ; 0,64 ; 0,36 ;  -    ;  -    ; 0,12 ; 0,20 
 Nikolas Walterscheid Tukic ; Clay ; - ; -   ; 1,00 ; -   ; 1,00 ;  -    ; 0,07 ; 0,60 ; 0,22 ; 0,20 ;  -    ;  -    ; 0,12 ; 0,23 
 Taha Tifnouti ; Clay ; - ; -   ; 7,00 ; -   ; 7,00 ; 0,02 ; 0,11 ; 0,51 ; 0,46 ; 0,36 ; 0,40 ; 0,33 ; 0,14 ; 0,43 
 Vlad Victor Cornea ; Clay ; - ; -   ; 16,00 ; 2,00 ; 14,00 ; 0,03 ; 0,07 ; 0,56 ; 0,64 ; 0,51 ; 0,57 ; 0,39 ; 0,28 ; 0,52 
 Tomas Gerini ; Hard ; - ; -   ; 2,00 ; 1,00 ; 1,00 ;  -    ; 0,06 ; 0,66 ; 0,54 ; 0,56 ; 0,47 ; 0,58 ; 0,44 ; 0,55 
 Daniil Zarichanskyy ; Grass ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,06 ; 0,06 ; 0,51 ; 0,56 ; 0,52 ; 0,50 ;  -    ; 0,15 ; 0,53 
 Daniil Zarichanskyy ; Hard ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,06 ; 0,04 ; 0,53 ; 0,61 ; 0,30 ; 0,38 ; 1,00 ; 0,15 ; 0,44 
 Melik Feler ; Clay ; - ; -   ; 1,00 ; -   ; 1,00 ;  -    ; 0,06 ; 0,49 ; 0,44 ; 0,43 ; 0,38 ;  -    ; 0,18 ; 0,42 
 Fabio Mercuri ; Clay ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,02 ; 0,04 ; 0,53 ; 0,50 ; 0,43 ; 0,17 ; 0,33 ; 0,22 ; 0,44 
 Aditya Deswal ; Hard ; - ; -   ; 2,00 ; -   ; 2,00 ; 0,04 ; 0,07 ; 0,60 ; 0,60 ; 0,47 ; 0,38 ; 0,43 ; 0,37 ; 0,59 
 Fabio Mercuri ; Hard ; - ; -   ; 2,00 ; 1,00 ; 1,00 ; 0,04 ; 0,03 ; 0,70 ; 0,66 ; 0,62 ; 0,64 ; 0,43 ; 0,18 ; 0,50 
 Damian Farinola ; Hard ; - ; -   ; 6,00 ; 3,00 ; 3,00 ; 0,01 ; 0,05 ; 0,60 ; 0,64 ; 0,51 ; 0,68 ; 0,46 ; 0,36 ; 0,59 
 Andrew Ruppli ; Clay ; - ; -   ; 1,00 ; -   ; 1,00 ;  -    ;  -    ; 0,46 ; 0,50 ; 0,36 ; 0,33 ; 0,33 ; 0,27 ; 1,00 
 Mateusz Terczynski ; Clay ; - ; -   ; 1,00 ; -   ; 1,00 ;  -    ; 0,14 ; 0,52 ; 0,64 ; 0,43 ; 0,20 ;  -    ; 0,21 ; 0,50 
 Mateusz Terczynski ; Grass ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,04 ; 0,02 ; 0,70 ; 0,60 ; 0,67 ;  -    ;  -    ; 0,21 ; 0,44 
